Code,Name,Status,Class,Family
AEO,Micromeria teneriffae var. teneriffae ,,Eudicot,Lamiaceae
CAN,Micromeria tenuis ,,Eudicot,Lamiaceae
CAN,Micromeria varia subsp. meridialis,,Eudicot,Lamiaceae
AEO,Micromeria varia subsp. thymoides*,,Eudicot,Lamiaceae
OLE,Micromeria varia subsp. thymoides*,,Eudicot,Lamiaceae
OLE,Micromeria varia subsp. varia ,,Eudicot,Lamiaceae
OLE,Micromeria varia subsp. rupestris,,Eudicot,Lamiaceae
CAN,Micromeria benthamii,,Eudicot,Lamiaceae
TRA,Micropus supinus,,Eudicot,Asteraceae
TUB,Micropyrum patens ,,Monocotyl,Poaceae
COR,Micropyrum tenellum* ,,Monocotyl,Poaceae
TUB,Micropyrum tenellum* ,,Monocotyl,Poaceae
CHE,Microthlaspi perfoliatum* ,,Eudicot,Brassicaceae
SED,Microthlaspi perfoliatum* ,,Eudicot,Brassicaceae
SIS,Microthlaspi perfoliatum* ,,Eudicot,Brassicaceae
MUL,Milium effusum subsp. alpicola*,,Monocotyl,Poaceae
VIR,Milium effusum subsp. alpicola*,,Monocotyl,Poaceae
ASA,Milium effusum subsp. effusum*,,Monocotyl,Poaceae
BRA,Milium effusum subsp. effusum*,,Monocotyl,Poaceae
FAG,Milium effusum subsp. effusum*,,Monocotyl,Poaceae
FAG,Milium vernale subsp. scabrum,,Monocotyl,Poaceae
MON,Mimulus guttatus ,,Eudicot,Phrymaceae
MOL,Mimulus moschatus ,A,Eudicot,Phrymaceae
FES,Minuartia adenotricha,,Eudicot,Caryophyllaceae
HER,Minuartia aizoides,,Eudicot,Caryophyllaceae
DAP,Minuartia anatolica ,,Eudicot,Caryophyllaceae
THL,Minuartia austriaca ,,Eudicot,Caryophyllaceae
SES,Minuartia baldaccii ,,Eudicot,Caryophyllaceae
THL,Minuartia biflora ,,Eudicot,Caryophyllaceae
THL,Minuartia bosniaca,,Eudicot,Caryophyllaceae
THL,Minuartia bulgarica,,Eudicot,Caryophyllaceae
ONO,Minuartia capillacea ,,Eudicot,Caryophyllaceae
THL,Minuartia cerastifolia ,,Eudicot,Caryophyllaceae
ASP,Minuartia cherlerioides subsp. cherlerioides   ,,Eudicot,Caryophyllaceae
ASP,Minuartia cherlerioides subsp. rionii,,Eudicot,Caryophyllaceae
HER,Minuartia circassica*,,Eudicot,Caryophyllaceae
TRI,Minuartia circassica*,,Eudicot,Caryophyllaceae
SES,Minuartia clandestina,,Eudicot,Caryophyllaceae
DAP,Minuartia confusa ,,Eudicot,Caryophyllaceae
TUB,Minuartia dichotoma ,,Eudicot,Caryophyllaceae
FES,Minuartia euxina,,Eudicot,Caryophyllaceae
SES,Minuartia gerardi,,Eudicot,Caryophyllaceae
COR,Minuartia glaucina,,Eudicot,Caryophyllaceae
FES,Minuartia glomerata subsp. glomerata,,Eudicot,Caryophyllaceae
FES,Minuartia glomerata subsp. macedonica,,Eudicot,Caryophyllaceae
ASP,Minuartia graminifolia subsp. clandestina ,,Eudicot,Caryophyllaceae
ASP,Minuartia graminifolia subsp. graminifolia ,,Eudicot,Caryophyllaceae
ASP,Minuartia graminifolia subsp. rosani,,Eudicot,Caryophyllaceae
ASP,Minuartia grignensis ,,Eudicot,Caryophyllaceae
DAP,Minuartia hamata* ,,Eudicot,Caryophyllaceae
TUB,Minuartia hamata* ,,Eudicot,Caryophyllaceae
COR,Minuartia hybrida subsp. hybrida*,,Eudicot,Caryophyllaceae
TUB,Minuartia hybrida subsp. hybrida*,,Eudicot,Caryophyllaceae
COR,Minuartia hybrida subsp. vaillantiana,,Eudicot,Caryophyllaceae
HER,Minuartia imbricata,,Eudicot,Caryophyllaceae
LAM,Minuartia inamoena,,Eudicot,Caryophyllaceae
FES,Minuartia krascheninnikovii,,Eudicot,Caryophyllaceae
SES,Minuartia langii ,,Eudicot,Caryophyllaceae
SED,Minuartia laricifolia subsp. laricifolia,,Eudicot,Caryophyllaceae
TUB,Minuartia mediterranea,,Eudicot,Caryophyllaceae
TUB,Minuartia montana,,Eudicot,Caryophyllaceae
ASP,Minuartia pauciflora*,,Eudicot,Caryophyllaceae
THL,Minuartia pauciflora*,,Eudicot,Caryophyllaceae
AEO,Minuartia platyphylla,,Eudicot,Caryophyllaceae
IND,Minuartia recurva subsp. condensata*,,Eudicot,Caryophyllaceae
RUM,Minuartia recurva subsp. condensata*,,Eudicot,Caryophyllaceae
TRI,Minuartia recurva subsp. oreina ,,Eudicot,Caryophyllaceae
IND,Minuartia recurva subsp. recurva*,,Eudicot,Caryophyllaceae
TRI,Minuartia recurva subsp. recurva*,,Eudicot,Caryophyllaceae
HER,Minuartia rossii ,,Eudicot,Caryophyllaceae
COR,Minuartia rostrata*,,Eudicot,Caryophyllaceae
FES,Minuartia rostrata*,,Eudicot,Caryophyllaceae
COR,Minuartia rubra*,,Eudicot,Caryophyllaceae
FES,Minuartia rubra*,,Eudicot,Caryophyllaceae
ONO,Minuartia rubra*,,Eudicot,Caryophyllaceae
ASP,Minuartia rupestris subsp. clementei  ,,Eudicot,Caryophyllaceae
ASP,Minuartia rupestris subsp. rupestris  ,,Eudicot,Caryophyllaceae
ASP,Minuartia saxifraga ,,Eudicot,Caryophyllaceae
TRI,Minuartia sedoides ,,Eudicot,Caryophyllaceae
FES,Minuartia setacea* ,,Eudicot,Caryophyllaceae
SED,Minuartia setacea* ,,Eudicot,Caryophyllaceae
DAP,Minuartia stellata ,,Eudicot,Caryophyllaceae
SCH,Minuartia stricta ,,Eudicot,Caryophyllaceae
POD,Minuartia valentina,,Eudicot,Caryophyllaceae
DAP,Minuartia verna subsp. attica,,Eudicot,Caryophyllaceae
FES,Minuartia verna subsp. collina,,Eudicot,Caryophyllaceae
RUM,Minuartia verna subsp. kabylica,,Eudicot,Caryophyllaceae
KOB,Minuartia verna subsp. oxypetala,,Eudicot,Caryophyllaceae
FES,Minuartia verna subsp. verna ,,Eudicot,Caryophyllaceae
ASP,Minuartia villarii* ,,Eudicot,Caryophyllaceae
ONO,Minuartia villarii* ,,Eudicot,Caryophyllaceae
COR,Minuartia viscosa,,Eudicot,Caryophyllaceae
MOQ,Minuartia webbii ,,Eudicot,Caryophyllaceae
CHE,Misopates calycinum ,,Eudicot,Plantaginaceae
SIS,Misopates orontium ,,Eudicot,Plantaginaceae
KLE,Misopates salvagense,,Eudicot,Plantaginaceae
AZO,Mnioloma fuscum ,,Liver,Calypogeiaceae
ASP,Moehringia argenteria ,,Eudicot,Caryophyllaceae
ASP,Moehringia bavarica subsp. bavarica  ,,Eudicot,Caryophyllaceae
ASP,Moehringia bavarica subsp. insubrica  ,,Eudicot,Caryophyllaceae
THL,Moehringia ciliata ,,Eudicot,Caryophyllaceae
THL,Moehringia concarenae ,,Eudicot,Caryophyllaceae
ASP,Moehringia dielsiana ,,Eudicot,Caryophyllaceae
ASP,Moehringia diversifolia ,,Eudicot,Caryophyllaceae
ASP,Moehringia fontqueri,,Eudicot,Caryophyllaceae
ASP,Moehringia glaucovirens ,,Eudicot,Caryophyllaceae
THL,Moehringia grisebachii,,Eudicot,Caryophyllaceae
ASP,Moehringia hypanica,,Eudicot,Caryophyllaceae
ASP,Moehringia intermedia,,Eudicot,Caryophyllaceae
THL,Moehringia intricata subsp. castellana ,,Eudicot,Caryophyllaceae
THL,Moehringia intricata subsp. giennensis,,Eudicot,Caryophyllaceae
THL,Moehringia intricata subsp. intricata,,Eudicot,Caryophyllaceae
THL,Moehringia intricata subsp. tejedensis,,Eudicot,Caryophyllaceae
ASP,Moehringia jankae,,Eudicot,Caryophyllaceae
ASP,Moehringia lebrunii,,Eudicot,Caryophyllaceae
ASP,Moehringia markgrafii ,,Eudicot,Caryophyllaceae
ASP,Moehringia minutiflora,,Eudicot,Caryophyllaceae
ASP,Moehringia muscosa*,,Eudicot,Caryophyllaceae
POD,Moehringia muscosa*,,Eudicot,Caryophyllaceae
ASP,Moehringia papulosa ,,Eudicot,Caryophyllaceae
MUL,Moehringia pendula,,Eudicot,Caryophyllaceae
FAG,Moehringia pentandra*,,Eudicot,Caryophyllaceae
QUI,Moehringia pentandra*,,Eudicot,Caryophyllaceae
ASP,Moehringia sedoides,,Eudicot,Caryophyllaceae
ASP,Moehringia tommasinii,,Eudicot,Caryophyllaceae
FAG,Moehringia trinervia  ,,Eudicot,Caryophyllaceae
ASP,Moehringia villosa ,,Eudicot,Caryophyllaceae
COR,Moenchia erecta* ,,Eudicot,Caryophyllaceae
TUB,Moenchia erecta* ,,Eudicot,Caryophyllaceae
LYG,Moenchia graeca,,Eudicot,Caryophyllaceae
COR,Moenchia mantica ,,Eudicot,Caryophyllaceae
HER,Moerckia blyttii ,,Liver,Pallaviciniaceae
TUB,Molineriella australis,,Monocotyl,Poaceae
TUB,Molineriella laevis ,,Monocotyl,Poaceae
TUB,Molineriella minuta,,Monocotyl,Poaceae
ERI,Molinia arundinacea*,,Monocotyl,Poaceae
FAG,Molinia arundinacea*,,Monocotyl,Poaceae
FES,Molinia arundinacea*,,Monocotyl,Poaceae
MOL,Molinia arundinacea*,,Monocotyl,Poaceae
QUE,Molinia arundinacea*,,Monocotyl,Poaceae
SES,Molinia arundinacea*,,Monocotyl,Poaceae
ALN,Molinia caerulea*,,Monocotyl,Poaceae
MOL,Molinia caerulea*,,Monocotyl,Poaceae
CHE,Mollugo cerviana*,,Eudicot,Molluginaceae
SED,Mollugo cerviana*,,Eudicot,Molluginaceae
BID,Mollugo verticillata ,A,Eudicot,Molluginaceae
MUL,Molopospermum peloponnesiacum ,,Eudicot,Apiaceae
ASP,Moltkia petraea ,,Eudicot,Boraginaceae
ASP,Moltkia suffruticosa ,,Eudicot,Boraginaceae
AEO,Monanthes amydros,,Eudicot,Crassulaceae
AEO,Monanthes anagensis ,,Eudicot,Crassulaceae
AEO,Monanthes brachycaulos ,,Eudicot,Crassulaceae
AEO,Monanthes dasyphylla,,Eudicot,Crassulaceae
AEO,Monanthes icterica ,,Eudicot,Crassulaceae
AEO,Monanthes laxiflora ,,Eudicot,Crassulaceae
AEO,Monanthes lowei ,,Eudicot,Crassulaceae
AEO,Monanthes minima ,,Eudicot,Crassulaceae
AEO,Monanthes muralis ,,Eudicot,Crassulaceae
AEO,Monanthes pallens ,,Eudicot,Crassulaceae
AEO,Monanthes polyphylla ,,Eudicot,Crassulaceae
AEO,Monanthes praegeri,,Eudicot,Crassulaceae
AEO,Monanthes purpurascens,,Eudicot,Crassulaceae
AEO,Monanthes silensis,,Eudicot,Crassulaceae
AEO,Monanthes subcrassicaulis,,Eudicot,Crassulaceae
AEO,Monanthes wildpretii,,Eudicot,Crassulaceae
AEO,Monanthes adenoscepes,,Eudicot,Crassulaceae
PIC,Moneses uniflora ,,Eudicot,Ericaceae
AEO,Monizia edulis*,,Eudicot,Apiaceae
OLE,Monizia edulis*,,Eudicot,Apiaceae
ORY,Monochoria korsakowii ,A,Monocotyl,Pontederiaceae
ISO,Montia arvensis,,Eudicot,Portulacaceae
MON,Montia fontana subsp. amporitana,,Eudicot,Portulacaceae
MON,Montia fontana subsp. fontana ,,Eudicot,Portulacaceae
ISO,Montia minor ,,Eudicot,Portulacaceae
BUL,Moraea sisyrhynchium* ,,Monocotyl,Iridaceae
LYG,Moraea sisyrhynchium* ,,Monocotyl,Iridaceae
AZO,Morella faya* ,,Eudicot,Myricaceae
LAU,Morella faya* ,,Eudicot,Myricaceae
LAU,Morella rivas-martinezii ,,Eudicot,Myricaceae
CHE,Moricandia arvensis,,Eudicot,Brassicaceae
ROS,Moricandia foetida,,Eudicot,Brassicaceae
CHE,Moricandia moricandioides ,,Eudicot,Brassicaceae
DAP,Morina persica* ,,Eudicot,Caprifoliaceae
FES,Morina persica* ,,Eudicot,Caprifoliaceae
ISO,Morisia monanthos ,,Eudicot,Brassicaceae
EPI,Muhlenbergia schreberi ,A,Monocotyl,Poaceae
COR,Muhlenbergia vaginiflora ,A,Monocotyl,Poaceae
ASP,Murbeckiella boryi,,Eudicot,Brassicaceae
HER,Murbeckiella huetii*,,Eudicot,Brassicaceae
LAM,Murbeckiella huetii*,,Eudicot,Brassicaceae
THL,Murbeckiella pinnatifida ,,Eudicot,Brassicaceae
PHR,Murdannia keisak ,A,Monocotyl,Commelinaceae
EPI,Muscari armeniacum ,,Monocotyl,Hyacinthaceae
SED,Muscari botryoides,,Monocotyl,Hyacinthaceae
SIS,Muscari commutatum ,,Monocotyl,Hyacinthaceae
FES,Muscari comosum,,Monocotyl,Hyacinthaceae
PEG,Muscari dionysicum,,Monocotyl,Hyacinthaceae
TUB,Muscari gussonei,,Monocotyl,Hyacinthaceae
FES,Muscari neglectum* ,,Monocotyl,Hyacinthaceae
ONO,Muscari neglectum* ,,Monocotyl,Hyacinthaceae
FES,Muscari racemosum ,,Monocotyl,Hyacinthaceae
DAP,Muscari spreizenhoferi ,,Monocotyl,Hyacinthaceae
FES,Muscari tenuiflorum ,,Monocotyl,Hyacinthaceae
AEO,Musschia aurea ,,Eudicot,Campanulaceae
LAU,Musschia wollastonii ,,Eudicot,Campanulaceae
PAR,Myagrum perfoliatum,,Eudicot,Brassicaceae
SES,Myosotis alpestris subsp. alpestris,,Eudicot,Boraginaceae
THL,Myosotis alpestris subsp. pyrenaeorum,,Eudicot,Boraginaceae
THL,Myosotis ambigens ,,Eudicot,Boraginaceae
PAR,Myosotis arvensis ,,Eudicot,Boraginaceae
TRI,Myosotis asiatica,,Eudicot,Boraginaceae
TOL,Myosotis azorica ,,Eudicot,Boraginaceae
GEN,Myosotis corsicana ,,Eudicot,Boraginaceae
MUL,Myosotis decumbens subsp. decumbens,,Eudicot,Boraginaceae
MUL,Myosotis decumbens subsp. kerneri,,Eudicot,Boraginaceae
EPI,Myosotis decumbens subsp. teresiana,,Eudicot,Boraginaceae
MUL,Myosotis decumbens subsp. variabilis,,Eudicot,Boraginaceae
CHE,Myosotis discolor subsp. canariensis,,Eudicot,Boraginaceae
SED,Myosotis discolor subsp. discolor,,Eudicot,Boraginaceae
TRI,Myosotis gallica ,,Eudicot,Boraginaceae
MON,Myosotis hervei,,Eudicot,Boraginaceae
PHR,Myosotis laxa,,Eudicot,Boraginaceae
LIT,Myosotis lusitanica,,Eudicot,Boraginaceae
JUN,Myosotis maritima,,Eudicot,Boraginaceae
MOL,Myosotis martini*,,Eudicot,Boraginaceae
MON,Myosotis martini*,,Eudicot,Boraginaceae
SCH,Myosotis martini*,,Eudicot,Boraginaceae
MOL,Myosotis michaelae ,,Eudicot,Boraginaceae
COR,Myosotis minutiflora ,,Eudicot,Boraginaceae
MOL,Myosotis nemorosa ,,Eudicot,Boraginaceae
MOL,Myosotis palustris ,,Eudicot,Boraginaceae
CHE,Myosotis persoonii ,,Eudicot,Boraginaceae
FES,Myosotis popovii,,Eudicot,Boraginaceae
COR,Myosotis ramosissima* ,,Eudicot,Boraginaceae
SED,Myosotis ramosissima* ,,Eudicot,Boraginaceae
LIT,Myosotis rehsteineri ,,Eudicot,Boraginaceae
ALN,Myosotis scorpioides*,,Eudicot,Boraginaceae
PHR,Myosotis scorpioides*,,Eudicot,Boraginaceae
LIT,Myosotis secunda ,,Eudicot,Boraginaceae
ISO,Myosotis sicula ,,Eudicot,Boraginaceae
MON,Myosotis soleirolii ,,Eudicot,Boraginaceae
POP,Myosotis sparsiflora ,,Eudicot,Boraginaceae
SIS,Myosotis speluncicola ,,Eudicot,Boraginaceae
FES,Myosotis stenophylla ,,Eudicot,Boraginaceae
MON,Myosotis stolonifera,,Eudicot,Boraginaceae
COR,Myosotis stricta*,,Eudicot,Boraginaceae
SED,Myosotis stricta*,,Eudicot,Boraginaceae
TUB,Myosotis stricta*,,Eudicot,Boraginaceae
THL,Myosotis suaveolens ,,Eudicot,Boraginaceae
EPI,Myosotis sylvatica*,,Eudicot,Boraginaceae
FAG,Myosotis sylvatica*,,Eudicot,Boraginaceae
GER,Myosotis latifolia,,Eudicot,Boraginaceae
ISO,Myosurus minimus,,Eudicot,Ranunculaceae
ISO,Myosurus sessilis,,Eudicot,Ranunculaceae
ALN,Myrica gale,,Eudicot,Myricaceae
PUR,Myricaria germanica*,,Eudicot,Tamaricaceae
THL,Myricaria germanica*,,Eudicot,Tamaricaceae
SAL,Myriolimon  ferulaceum,,Eudicot,Plumbaginaceae
SAL,Myriolimon diffusum,,Eudicot,Plumbaginaceae
POT,Myriophyllum alterniflorum ,,Eudicot,Haloragaceae
POT,Myriophyllum aquaticum,A,Eudicot,Haloragaceae
POT,Myriophyllum heterophyllum,,Eudicot,Haloragaceae
POT,Myriophyllum spicatum,,Eudicot,Haloragaceae
POT,Myriophyllum verticillatum ,A,Eudicot,Haloragaceae
MUL,Myrrhis odorata ,,Eudicot,Apiaceae
AZO,Myrsine africana,,Eudicot,Myrsinaceae
AZO,Myrtus communis*,,Eudicot,Myrtaceae
OLE,Myrtus communis*,,Eudicot,Myrtaceae
QUI,Myrtus communis*,,Eudicot,Myrtaceae
POT,Najas flexilis ,,Monocotyl,Hydrocharitaceae
POT,Najas gracillima ,A,Monocotyl,Hydrocharitaceae
POT,Najas marina,,Monocotyl,Hydrocharitaceae
POT,Najas minor ,,Monocotyl,Hydrocharitaceae
ISO,Nananthea perpusilla,,Eudicot,Asteraceae
KAL,Nanophyton erinaceum,,Eudicot,Chenopodiaceae
ONO,Narcissus assoanus ,,Monocotyl,Amaryllidaceae
TRI,Narcissus bulbocodium,,Monocotyl,Amaryllidaceae
ASP,Narcissus calcicola,,Monocotyl,Amaryllidaceae
LAV,Narcissus cernuus,,Monocotyl,Amaryllidaceae
LYG,Narcissus dubius ,,Monocotyl,Amaryllidaceae
FES,Narcissus jacetanus,,Monocotyl,Amaryllidaceae
IND,Narcissus jonquilla subsp. fernandesii,,Monocotyl,Amaryllidaceae
SAC,Narcissus jonquilla subsp. jonquilloides,,Monocotyl,Amaryllidaceae
TRI,Narcissus nivalis,,Monocotyl,Amaryllidaceae
FES,Narcissus papyraceus,,Monocotyl,Amaryllidaceae
MOL,Narcissus poeticus subsp. radiiflorus,,Monocotyl,Amaryllidaceae
MOL,Narcissus poeticus subsp. verbanensis,,Monocotyl,Amaryllidaceae
TRI,Narcissus pseudonarcissus subsp. major ,,Monocotyl,Amaryllidaceae
MOL,Narcissus pseudonarcissus subsp. minor,A,Monocotyl,Amaryllidaceae
PUB,Narcissus pseudonarcissus subsp. moschatus,,Monocotyl,Amaryllidaceae
FAG,Narcissus pseudonarcissus subsp. pseudonarcissus,,Monocotyl,Amaryllidaceae
ASP,Narcissus rupicola ,,Monocotyl,Amaryllidaceae
BUL,Narcissus serotinus,,Monocotyl,Amaryllidaceae
MOL,Narcissus tazetta ,,Monocotyl,Amaryllidaceae
LAV,Narcissus triandrus,,Monocotyl,Amaryllidaceae
MOL,Narcissus X incomparabilis ,,Monocotyl,Amaryllidaceae
MON,Nardia compressa ,,Liver,Gymnomitriaceae
MON,Nardia scalaris,,Liver,Gymnomitriaceae
TUB,Narduroides salzmannii,,Monocotyl,Poaceae
NAR,Nardus stricta* ,,Monocotyl,Poaceae
PIL,Nardus stricta* ,,Monocotyl,Poaceae
TRI,Nardus stricta* ,,Monocotyl,Poaceae
ULI,Nardus stricta* ,,Monocotyl,Poaceae
OXY,Narthecium ossifragum*,,Monocotyl,Nartheciaceae
PIC,Narthecium ossifragum*,,Monocotyl,Nartheciaceae
SCH,Narthecium ossifragum*,,Monocotyl,Nartheciaceae
SCH,Narthecium scardicum ,,Monocotyl,Nartheciaceae
PHR,Nasturtium microphyllum ,,Eudicot,Brassicaceae
PHR,Nasturtium officinale ,,Eudicot,Brassicaceae
PHR,Nasturtium X sterile,,Eudicot,Brassicaceae
POD,Naufraga balearica ,,Eudicot,Apiaceae
TRA,Neatostema apulum,,Eudicot,Boraginaceae
AZO,Neckera cephalonica ,,Moss,Neckeraceae
ASP,Neckera pumila,,Moss,Neckeraceae
POT,Nelumbo nucifera ,,Basal,Nymphaeaceae
TRI,Neoorthocaulis binsteadii,,Liver,Anastrophyllaceae
TRI,Neoorthocaulis floerkei,,Liver,Anastrophyllaceae
TUB,Neoschischkinia elegans,,Monocotyl,Poaceae
SAG,Neoschischkinia nebulosa,,Monocotyl,Poaceae
ISO,Neoschischkinia pourretii ,,Monocotyl,Poaceae
TOL,Neoschischkinia reuteri subsp. botelhoi ,,Monocotyl,Poaceae
MOL,Neoschischkinia reuteri subsp. reuteri*,,Monocotyl,Poaceae
SAC,Neoschischkinia reuteri subsp. reuteri*,,Monocotyl,Poaceae
COR,Neoschischkinia truncatula subsp. durieui*,,Monocotyl,Poaceae
LOI,Neoschischkinia truncatula subsp. durieui*,,Monocotyl,Poaceae
SED,Neoschischkinia truncatula subsp. durieui*,,Monocotyl,Poaceae
TRI,Neoschischkinia truncatula subsp. durieui*,,Monocotyl,Poaceae
IND,Neoschischkinia truncatula subsp. truncatula,,Monocotyl,Poaceae
ROS,Neotinea lactea,,Monocotyl,Orchidaceae
LAU,Neotinea maculata*,,Monocotyl,Orchidaceae
QUI,Neotinea maculata*,,Monocotyl,Orchidaceae
FES,Neotinea tridentata subsp. conica,,Monocotyl,Orchidaceae
FES,Neotinea tridentata subsp. tridentata,,Monocotyl,Orchidaceae
FES,Neotinea ustulata var. aestivalis ,,Monocotyl,Orchidaceae
FES,Neotinea ustulata var. ustulata ,,Monocotyl,Orchidaceae
TUB,Neotorularia torulosa,,Eudicot,Brassicaceae
PIC,Neottia cordata ,,Monocotyl,Orchidaceae
FAG,Neottia nidus-avis ,,Monocotyl,Orchidaceae
FES,Neottia ovata ,,Monocotyl,Orchidaceae
PIC,Neottianthe cucullata,,Monocotyl,Orchidaceae
ART,Nepeta apuleii ,,Eudicot,Lamiaceae
ART,Nepeta cataria ,,Eudicot,Lamiaceae
PUB,Nepeta ernesti-meyeri ,,Eudicot,Lamiaceae
LAV,Nepeta foliosa ,,Eudicot,Lamiaceae
ROS,Nepeta hispanica,,Eudicot,Lamiaceae
CYP,Nepeta italica subsp. troodi,,Eudicot,Lamiaceae
ART,Nepeta latifolia subsp. latifolia ,,Eudicot,Lamiaceae
ART,Nepeta latifolia subsp. oscensis,,Eudicot,Lamiaceae
THL,Nepeta nepetella subsp. aragonensis ,,Eudicot,Lamiaceae
THL,Nepeta nepetella subsp. laciniata,,Eudicot,Lamiaceae
ART,Nepeta nuda subsp. nuda*,,Eudicot,Lamiaceae
FES,Nepeta nuda subsp. nuda*,,Eudicot,Lamiaceae
FES,Nepeta parviflora ,,Eudicot,Lamiaceae
THL,Nepeta sphaciotica ,,Eudicot,Lamiaceae
SUP,Nepeta teydea ,,Eudicot,Lamiaceae
FES,Nepeta tuberosa subsp. reticulata,,Eudicot,Lamiaceae
FES,Nepeta tuberosa subsp. tuberosa,,Eudicot,Lamiaceae
FES,Nepeta ucrainica subsp. parviflora ,,Eudicot,Lamiaceae
FES,Nepeta ucrainica subsp. ucrainica,,Eudicot,Lamiaceae
NER,Nerium oleander ,,Eudicot,Apocynaceae
PAR,Neslia paniculata subsp. paniculata,,Eudicot,Brassicaceae
PAR,Neslia paniculata subsp. thracica,,Eudicot,Brassicaceae
SIS,Nicandra physalodes ,A,Eudicot,Solanaceae
PEG,Nicotiana glauca,A,Eudicot,Solanaceae
PEG,Nicotiana paniculata,A,Eudicot,Solanaceae
PAR,Nigella arvensis subsp. arvensis,,Eudicot,Ranunculaceae
CHE,Nigella arvensis subsp. glauca,,Eudicot,Ranunculaceae
CHE,Nigella damascena,,Eudicot,Ranunculaceae
CHE,Nigella gallica*,,Eudicot,Ranunculaceae
PAP,Nigella gallica*,,Eudicot,Ranunculaceae
CHE,Nigella hispanica ,,Eudicot,Ranunculaceae
CHE,Nigella orientalis,,Eudicot,Ranunculaceae
CHE,Nigella papillosa subsp. atlantica ,,Eudicot,Ranunculaceae
KAL,Noaea mucronata,,Eudicot,Chenopodiaceae
THL,Noccaea bellidifolia ,,Eudicot,Brassicaceae
MOL,Noccaea brachypetala*,,Eudicot,Brassicaceae
THL,Noccaea brachypetala*,,Eudicot,Brassicaceae
GEN,Noccaea brevistyla ,,Eudicot,Brassicaceae
MOL,Noccaea caerulescens  ,,Eudicot,Brassicaceae
THL,Noccaea cikaea,,Eudicot,Brassicaceae
THL,Noccaea crantzii ,,Eudicot,Brassicaceae
CYP,Noccaea cypria,,Eudicot,Brassicaceae
SES,Noccaea dacica ,,Eudicot,Brassicaceae
ERI,Noccaea goesingensis ,,Eudicot,Brassicaceae
FES,Noccaea jankae ,,Eudicot,Brassicaceae
FES,Noccaea kovatsii ,,Eudicot,Brassicaceae
FES,Noccaea macrantha,,Eudicot,Brassicaceae
THL,Noccaea minima ,,Eudicot,Brassicaceae
ERI,Noccaea montana*,,Eudicot,Brassicaceae
FES,Noccaea montana*,,Eudicot,Brassicaceae
FES,Noccaea praecox*,,Eudicot,Brassicaceae
PUB,Noccaea praecox*,,Eudicot,Brassicaceae
LAM,Noccaea pumila,,Eudicot,Brassicaceae
THL,Noccaea rotundifolia subsp. cepaeifolia ,,Eudicot,Brassicaceae
THL,Noccaea rotundifolia subsp. corymbosa,,Eudicot,Brassicaceae
THL,Noccaea rotundifolia subsp. grignensis  ,,Eudicot,Brassicaceae
THL,Noccaea rotundifolia subsp. rotundifolia ,,Eudicot,Brassicaceae
THL,Noccaea stylosa ,,Eudicot,Brassicaceae
MOL,Noccaea virens,,Eudicot,Brassicaceae
FES,Noccea goesingensis ,,Eudicot,Brassicaceae
POD,Nogopterium gracile,,Moss,Leucodontaceae
CHE,Nonea erecta*,,Eudicot,Boraginaceae
FES,Nonea erecta*,,Eudicot,Boraginaceae
SIS,Nonea erecta*,,Eudicot,Boraginaceae
CHE,Nonea lutea ,,Eudicot,Boraginaceae
TUB,Nonea micrantha,,Eudicot,Boraginaceae
CHE,Nonea vesicaria,,Eudicot,Boraginaceae
ART,Notobasis syriaca ,,Eudicot,Asteraceae
TUB,Notoceras bicorne,,Eudicot,Brassicaceae
POT,Nuphar lutea ,,Basal,Nymphaeaceae
POT,Nuphar pumila ,,Basal,Nymphaeaceae
PUB,Nyholmiella obtusifolia,,Moss,Orthotrichaceae
POT,Nymphaea alba ,,Basal,Nymphaeaceae
POT,Nymphaea candida ,,Basal,Nymphaeaceae
POT,Nymphaea lotus,,Basal,Nymphaeaceae
POT,Nymphaea tetragona,,Basal,Nymphaeaceae
POT,Nymphoides peltata ,,Eudicot,Menyanthaceae
POL,Ochlopoa anuua ,,Monocotyl,Poaceae
POL,Ochlopoa infirma ,,Monocotyl,Poaceae
MOL,Ochlopoa supina ,,Monocotyl,Poaceae
LOI,Ochrolechia frigida,,Lichen,Ochrolechiaceae
LAU,Ocotea foetens ,,Basal,Lauraceae
THL,Odontarrhena bertolonii subsp. bertolonii,,Eudicot,Brassicaceae
THL,Odontarrhena bertolonii subsp. scutarina,,Eudicot,Brassicaceae
SED,Odontarrhena borzeana,,Eudicot,Brassicaceae
THL,Odontarrhena corsica,,Eudicot,Brassicaceae
FES,Odontarrhena corymbosoidea,,Eudicot,Brassicaceae
CYP,Odontarrhena cyprica,,Eudicot,Brassicaceae
ROS,Odontarrhena diffusa,,Eudicot,Brassicaceae
LAV,Odontarrhena euboea,,Eudicot,Brassicaceae
THL,Odontarrhena fragillima,,Eudicot,Brassicaceae
FES,Odontarrhena heldreichii,,Eudicot,Brassicaceae
FES,Odontarrhena markgrafii*,,Eudicot,Brassicaceae
SED,Odontarrhena markgrafii*,,Eudicot,Brassicaceae
FES,Odontarrhena muralis*,,Eudicot,Brassicaceae
SED,Odontarrhena muralis*,,Eudicot,Brassicaceae
THL,Odontarrhena muralis*,,Eudicot,Brassicaceae
RUM,Odontarrhena nebrodensis subsp. nebrodensis,,Eudicot,Brassicaceae
