Code,Name,Status,Class,Family
MOL,Centaurea nigrescens subsp. nigrescens,,Eudicot,Asteraceae
MOL,Centaurea nigrescens subsp. transalpina ,,Eudicot,Asteraceae
MOL,Centaurea nigrescens subsp. vochinensis ,,Eudicot,Asteraceae
CRU,Centaurea odessana ,,Eudicot,Asteraceae
FES,Centaurea orientalis,,Eudicot,Asteraceae
IND,Centaurea ornata subsp. interrupta,,Eudicot,Asteraceae
IND,Centaurea ornata subsp. ornata*,,Eudicot,Asteraceae
SAC,Centaurea ornata subsp. ornata*,,Eudicot,Asteraceae
COR,Centaurea paczoskii ,,Eudicot,Asteraceae
LAV,Centaurea paniculata subsp. esterellensis,,Eudicot,Asteraceae
RUM,Centaurea parlatoris ,,Eudicot,Asteraceae
CRI,Centaurea paxorum ,,Eudicot,Asteraceae
THL,Centaurea pectinata ,,Eudicot,Asteraceae
MOL,Centaurea phrygia subsp. phrygia ,,Eudicot,Asteraceae
MOL,Centaurea phrygia subsp. pseudophrygia,,Eudicot,Asteraceae
FES,Centaurea phrygia subsp. salicifolia,,Eudicot,Asteraceae
GER,Centaurea phrygia subsp. stenolepis,,Eudicot,Asteraceae
ROS,Centaurea pinae ,,Eudicot,Asteraceae
PHA,Centaurea pinnata,,Eudicot,Asteraceae
ASP,Centaurea poculatoris ,,Eudicot,Asteraceae
ONO,Centaurea podospermifolia,,Eudicot,Asteraceae
PHA,Centaurea prolongoi,,Eudicot,Asteraceae
COR,Centaurea protogerberi,,Eudicot,Asteraceae
COR,Centaurea protomargaritacea,,Eudicot,Asteraceae
SED,Centaurea pseudoleucolepis,,Eudicot,Asteraceae
FES,Centaurea pseudomaculosa,,Eudicot,Asteraceae
CHE,Centaurea pullata ,,Eudicot,Asteraceae
LYG,Centaurea pulvinata ,,Eudicot,Asteraceae
CRU,Centaurea pumilio ,,Eudicot,Asteraceae
ASP,Centaurea ragusina ,,Eudicot,Asteraceae
DAP,Centaurea raphanina subsp. mixta ,,Eudicot,Asteraceae
DAP,Centaurea raphanina subsp. raphanina ,,Eudicot,Asteraceae
ASP,Centaurea rechingeri ,,Eudicot,Asteraceae
ASP,Centaurea redempta ,,Eudicot,Asteraceae
FES,Centaurea reichenbachii,,Eudicot,Asteraceae
ROS,Centaurea resupinata subsp. lagascae ,,Eudicot,Asteraceae
ROS,Centaurea resupinata subsp. prostrata,,Eudicot,Asteraceae
SES,Centaurea rhaetica ,,Eudicot,Asteraceae
ASP,Centaurea rouyi var. macrocephala ,,Eudicot,Asteraceae
ROS,Centaurea rouyi var. rouyi ,,Eudicot,Asteraceae
FES,Centaurea rupestris ,,Eudicot,Asteraceae
FES,Centaurea rutifolia,,Eudicot,Asteraceae
LAV,Centaurea sagredoi ,,Eudicot,Asteraceae
ART,Centaurea salonitana*,,Eudicot,Asteraceae
DRY,Centaurea salonitana*,,Eudicot,Asteraceae
DRY,Centaurea sarandinakiae,,Eudicot,Asteraceae
ASP,Centaurea saxicola ,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. adpressa ,,Eudicot,Asteraceae
SES,Centaurea scabiosa subsp. alpestris ,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. badensis ,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. cephalariifolia,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. fritschii*,,Eudicot,Asteraceae
GER,Centaurea scabiosa subsp. fritschii*,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. grinensis,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. sadleriana ,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. scabiosa ,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. spinulosa,,Eudicot,Asteraceae
FES,Centaurea scabiosa subsp. tematinensis ,,Eudicot,Asteraceae
ASP,Centaurea segariensis ,,Eudicot,Asteraceae
FES,Centaurea semijusta,,Eudicot,Asteraceae
CAK,Centaurea seridis subsp. maritima* ,,Eudicot,Asteraceae
CRU,Centaurea seridis subsp. maritima* ,,Eudicot,Asteraceae
CRU,Centaurea seridis subsp. sonchifolia ,,Eudicot,Asteraceae
ART,Centaurea solstitialis,,Eudicot,Asteraceae
PUB,Centaurea soskae,,Eudicot,Asteraceae
PHA,Centaurea sphaerocephala subsp. malacitana,,Eudicot,Asteraceae
CAK,Centaurea sphaerocephala subsp. polyacantha ,,Eudicot,Asteraceae
CRU,Centaurea sphaerocephala subsp. sphaerocephala ,,Eudicot,Asteraceae
CRI,Centaurea spinosa* ,,Eudicot,Asteraceae
CRU,Centaurea spinosa* ,,Eudicot,Asteraceae
ROS,Centaurea spinosa* ,,Eudicot,Asteraceae
FES,Centaurea stereophylla,,Eudicot,Asteraceae
CRU,Centaurea steveniana,,Eudicot,Asteraceae
FES,Centaurea stoebe subsp. australis ,,Eudicot,Asteraceae
FES,Centaurea stoebe subsp. stoebe*,,Eudicot,Asteraceae
ONO,Centaurea stoebe subsp. stoebe*,,Eudicot,Asteraceae
FES,Centaurea subjacea,,Eudicot,Asteraceae
FEP,Centaurea thracica,,Eudicot,Asteraceae
MOL,Centaurea thuillieri ,,Eudicot,Asteraceae
IND,Centaurea toletana*,,Eudicot,Asteraceae
ROS,Centaurea toletana*,,Eudicot,Asteraceae
COR,Centaurea triniifolia,,Eudicot,Asteraceae
FES,Centaurea turgaica,,Eudicot,Asteraceae
TRI,Centaurea uniflora ,,Eudicot,Asteraceae
FES,Centaurea valesiaca ,,Eudicot,Asteraceae
SED,Centaurea vankovii,,Eudicot,Asteraceae
FES,Centaurea varnensis,,Eudicot,Asteraceae
ISO,Centaurium bianoris,,Eudicot,Gentianaceae
ISO,Centaurium chloodes,,Eudicot,Gentianaceae
EPI,Centaurium erythraea subsp. erythraea* ,,Eudicot,Gentianaceae
FES,Centaurium erythraea subsp. erythraea* ,,Eudicot,Gentianaceae
ISO,Centaurium favargeri ,,Eudicot,Gentianaceae
MOL,Centaurium littorale subsp. compressum,,Eudicot,Gentianaceae
SAG,Centaurium littorale subsp. littorale,,Eudicot,Gentianaceae
ISO,Centaurium maritimum ,,Eudicot,Gentianaceae
ISO,Centaurium pulchellum ,,Eudicot,Gentianaceae
TUB,Centaurium quadrifolium subsp. parviflorum,,Eudicot,Gentianaceae
TUB,Centaurium quadrifolium subsp. quadrifolium ,,Eudicot,Gentianaceae
TOL,Centaurium scilloides*,,Eudicot,Gentianaceae
ULI,Centaurium scilloides*,,Eudicot,Gentianaceae
CRI,Centaurium tenuiflorum*,,Eudicot,Gentianaceae
JUN,Centaurium tenuiflorum*,,Eudicot,Gentianaceae
ROS,Centaurium triphyllum,,Eudicot,Gentianaceae
ASP,Centranthus amazonum,,Eudicot,Caprifoliaceae
THL,Centranthus angustifolius,,Eudicot,Caprifoliaceae
CHE,Centranthus calcitrapae*,,Eudicot,Caprifoliaceae
DRY,Centranthus calcitrapae*,,Eudicot,Caprifoliaceae
TRA,Centranthus calcitrapae*,,Eudicot,Caprifoliaceae
ASP,Centranthus lecoqii*,,Eudicot,Caprifoliaceae
THL,Centranthus lecoqii*,,Eudicot,Caprifoliaceae
THL,Centranthus longiflorus subsp. kellereri ,,Eudicot,Caprifoliaceae
CHE,Centranthus macrosiphon ,,Eudicot,Caprifoliaceae
ASP,Centranthus nevadensis ,,Eudicot,Caprifoliaceae
CYM,Centranthus ruber subsp. ruber,,Eudicot,Caprifoliaceae
ASP,Centranthus ruber subsp. sibthorpii*,,Eudicot,Caprifoliaceae
CYM,Centranthus ruber subsp. sibthorpii*,,Eudicot,Caprifoliaceae
ASP,Centranthus trinervis,,Eudicot,Caprifoliaceae
FAG,Cephalanthera damasonium ,,Monocotyl,Orchidaceae
PUB,Cephalanthera longifolia ,,Monocotyl,Orchidaceae
FAG,Cephalanthera rubra* ,,Monocotyl,Orchidaceae
PUB,Cephalanthera rubra* ,,Monocotyl,Orchidaceae
MUL,Cephalaria alpina ,,Eudicot,Caprifoliaceae
DRY,Cephalaria coriacea ,,Eudicot,Caprifoliaceae
SED,Cephalaria demetrii ,,Eudicot,Caprifoliaceae
ERI,Cephalaria flava ,,Eudicot,Caprifoliaceae
VIR,Cephalaria gigantea,,Eudicot,Caprifoliaceae
SES,Cephalaria laevigata,,Eudicot,Caprifoliaceae
ROS,Cephalaria leucantha ,,Eudicot,Caprifoliaceae
FES,Cephalaria radiata ,,Eudicot,Caprifoliaceae
ASP,Cephalaria squamiflora subsp. balearica ,,Eudicot,Caprifoliaceae
ASP,Cephalaria squamiflora subsp. mediterranea ,,Eudicot,Caprifoliaceae
CHE,Cephalaria transsylvanica* ,,Eudicot,Caprifoliaceae
PAR,Cephalaria transsylvanica* ,,Eudicot,Dipsaceceae
BRA,Cephalaria uralensis* ,,Eudicot,Caprifoliaceae
COR,Cephalaria uralensis* ,,Eudicot,Caprifoliaceae
FES,Cephalaria uralensis* ,,Eudicot,Caprifoliaceae
HER,Cephalozia ambigua ,,Liver,Cephaloziaceae
OXY,Cephalozia connivens ,,Liver,Cephaloziaceae
OXY,Cephalozia loitlesbergeri,,Liver,Cephaloziaceae
COR,Cephaloziella divaricata,,Liver,Cephaloziellaceae
RUP,Ceramium diaphanum ,,Rhodophyta,Ceramiaceae
RUP,Ceramium virgatum,,Rhodophyta,Ceramiaceae
KOB,Cerastium alpinum subsp. alpinum ,,Eudicot,Caryophyllaceae
KOB,Cerastium alpinum subsp. lanatum*,,Eudicot,Caryophyllaceae
THL,Cerastium alpinum subsp. lanatum*,,Eudicot,Caryophyllaceae
TRI,Cerastium alpinum subsp. lanatum*,,Eudicot,Caryophyllaceae
ERI,Cerastium alsinifolium,,Eudicot,Caryophyllaceae
COC,Cerastium arcticum*,,Eudicot,Caryophyllaceae
HER,Cerastium arcticum*,,Eudicot,Caryophyllaceae
LOI,Cerastium arcticum*,,Eudicot,Caryophyllaceae
ART,Cerastium arvense subsp. arvense* ,,Eudicot,Caryophyllaceae
SES,Cerastium arvense subsp. arvense* ,,Eudicot,Caryophyllaceae
THL,Cerastium arvense subsp. glandulosum ,,Eudicot,Caryophyllaceae
SED,Cerastium arvense subsp. strictum ,,Eudicot,Caryophyllaceae
ONO,Cerastium arvense subsp. suffruticosum ,,Eudicot,Caryophyllaceae
TOL,Cerastium azoricum,,Eudicot,Caryophyllaceae
FES,Cerastium banaticum subsp. banaticum,,Eudicot,Caryophyllaceae
ASP,Cerastium banaticum subsp. speciosum,,Eudicot,Caryophyllaceae
ERI,Cerastium biebersteinii*,,Eudicot,Caryophyllaceae
FES,Cerastium biebersteinii*,,Eudicot,Caryophyllaceae
SED,Cerastium biebersteinii*,,Eudicot,Caryophyllaceae
LYG,Cerastium brachypetalum subsp. atheniense,,Eudicot,Caryophyllaceae
SED,Cerastium brachypetalum subsp. brachypetalum* ,,Eudicot,Caryophyllaceae
TRA,Cerastium brachypetalum subsp. brachypetalum* ,,Eudicot,Caryophyllaceae
TUB,Cerastium brachypetalum subsp. brachypetalum* ,,Eudicot,Caryophyllaceae
TRA,Cerastium brachypetalum subsp. corcyrense ,,Eudicot,Caryophyllaceae
TUB,Cerastium brachypetalum subsp. doerfleri ,,Eudicot,Caryophyllaceae
LYG,Cerastium brachypetalum subsp. pindigenum,,Eudicot,Caryophyllaceae
TRA,Cerastium brachypetalum subsp. roeseri ,,Eudicot,Caryophyllaceae
SED,Cerastium brachypetalum subsp. tenoreanum* ,,Eudicot,Caryophyllaceae
TRA,Cerastium brachypetalum subsp. tenoreanum* ,,Eudicot,Caryophyllaceae
DAP,Cerastium candidissimum ,,Eudicot,Caryophyllaceae
SES,Cerastium carinthiacum subsp. austroalpinum*,,Eudicot,Caryophyllaceae
THL,Cerastium carinthiacum subsp. austroalpinum*,,Eudicot,Caryophyllaceae
THL,Cerastium carinthiacum subsp. carinthiacum,,Eudicot,Caryophyllaceae
HER,Cerastium cerastoides ,,Eudicot,Caryophyllaceae
THL,Cerastium comatum,,Eudicot,Caryophyllaceae
POP,Cerastium dahuricum ,,Eudicot,Caryophyllaceae
ASP,Cerastium decalvans ,,Eudicot,Caryophyllaceae
CHE,Cerastium dichotomum ,,Eudicot,Caryophyllaceae
SED,Cerastium diffusum subsp. diffusum* ,,Eudicot,Caryophyllaceae
TUB,Cerastium diffusum subsp. diffusum* ,,Eudicot,Caryophyllaceae
FEP,Cerastium diffusum subsp. subtetrandrum,,Eudicot,Caryophyllaceae
THL,Cerastium dinaricum ,,Eudicot,Caryophyllaceae
ISO,Cerastium dubium ,,Eudicot,Caryophyllaceae
TRI,Cerastium eriophorum ,,Eudicot,Caryophyllaceae
MOL,Cerastium fontanum subsp. fontanum,,Eudicot,Caryophyllaceae
FAG,Cerastium fontanum subsp. lucorum,,Eudicot,Caryophyllaceae
MOL,Cerastium fontanum subsp. vulgare ,,Eudicot,Caryophyllaceae
ASP,Cerastium gibraltaricum*,,Eudicot,Caryophyllaceae
GEN,Cerastium gibraltaricum*,,Eudicot,Caryophyllaceae
TRA,Cerastium gibraltaricum*,,Eudicot,Caryophyllaceae
CHE,Cerastium glomeratum* ,,Eudicot,Caryophyllaceae
TRA,Cerastium glomeratum* ,,Eudicot,Caryophyllaceae
SED,Cerastium glutinosum ,,Eudicot,Caryophyllaceae
KOB,Cerastium gorodkovianum,,Eudicot,Caryophyllaceae
CHE,Cerastium gracile*,,Eudicot,Caryophyllaceae
TUB,Cerastium gracile*,,Eudicot,Caryophyllaceae
ASP,Cerastium grandiflorum,,Eudicot,Caryophyllaceae
LYG,Cerastium illyricum subsp. brachiatum,,Eudicot,Caryophyllaceae
LYG,Cerastium illyricum subsp. crinitum,,Eudicot,Caryophyllaceae
LYG,Cerastium illyricum subsp. illyricum,,Eudicot,Caryophyllaceae
ASP,Cerastium julicum,,Eudicot,Caryophyllaceae
TRI,Cerastium krylovii,,Eudicot,Caryophyllaceae
THL,Cerastium latifolium ,,Eudicot,Caryophyllaceae
THL,Cerastium lerchenfeldianum subsp. lerchenfeldianum ,,Eudicot,Caryophyllaceae
THL,Cerastium lerchenfeldianum subsp. molle ,,Eudicot,Caryophyllaceae
TRA,Cerastium ligusticum subsp. granulatum,,Eudicot,Caryophyllaceae
COR,Cerastium ligusticum subsp. ligusticum,,Eudicot,Caryophyllaceae
MOL,Cerastium ligusticum subsp. palustre,,Eudicot,Caryophyllaceae
HER,Cerastium ligusticum subsp. trichogynum,,Eudicot,Caryophyllaceae
GER,Cerastium lineare,,Eudicot,Caryophyllaceae
SES,Cerastium moesiacum,,Eudicot,Caryophyllaceae
LAM,Cerastium multiflorum,,Eudicot,Caryophyllaceae
EPI,Cerastium nemorale*,,Eudicot,Caryophyllaceae
FAG,Cerastium nemorale*,,Eudicot,Caryophyllaceae
TRI,Cerastium nigrescens,,Eudicot,Caryophyllaceae
FES,Cerastium odessanum,,Eudicot,Caryophyllaceae
BRA,Cerastium pauciflorum ,,Eudicot,Caryophyllaceae
ASP,Cerastium pedunculare,,Eudicot,Caryophyllaceae
THL,Cerastium pedunculatum ,,Eudicot,Caryophyllaceae
CHE,Cerastium perfoliatum,,Eudicot,Caryophyllaceae
LAM,Cerastium polymorphum,,Eudicot,Caryophyllaceae
SED,Cerastium pumilum*,,Eudicot,Caryophyllaceae
TRA,Cerastium pumilum*,,Eudicot,Caryophyllaceae
HER,Cerastium purpurascens,,Eudicot,Caryophyllaceae
ASP,Cerastium pyrenaicum* ,,Eudicot,Caryophyllaceae
THL,Cerastium pyrenaicum* ,,Eudicot,Caryophyllaceae
TUB,Cerastium ramosissimum,,Eudicot,Caryophyllaceae
TRI,Cerastium rectum subsp. petricola,,Eudicot,Caryophyllaceae
FES,Cerastium rectum subsp. rectum,,Eudicot,Caryophyllaceae
HER,Cerastium regelii ,,Eudicot,Caryophyllaceae
ASP,Cerastium runemarkii,,Eudicot,Caryophyllaceae
TRA,Cerastium scaposum,,Eudicot,Caryophyllaceae
FES,Cerastium scaranii,,Eudicot,Caryophyllaceae
COR,Cerastium semidecandrum*,,Eudicot,Caryophyllaceae
SED,Cerastium semidecandrum*,,Eudicot,Caryophyllaceae
TRA,Cerastium semidecandrum*,,Eudicot,Caryophyllaceae
TUB,Cerastium semidecandrum*,,Eudicot,Caryophyllaceae
ASP,Cerastium smolikanum,,Eudicot,Caryophyllaceae
GEN,Cerastium soleirolii,,Eudicot,Caryophyllaceae
ASP,Cerastium subtriflorum*,,Eudicot,Caryophyllaceae
SES,Cerastium subtriflorum*,,Eudicot,Caryophyllaceae
AEO,Cerastium sventenii ,,Eudicot,Caryophyllaceae
FAG,Cerastium sylvaticum ,,Eudicot,Caryophyllaceae
THL,Cerastium theophrasti,,Eudicot,Caryophyllaceae
THL,Cerastium thomasii,,Eudicot,Caryophyllaceae
RUM,Cerastium tomentosum*,,Eudicot,Caryophyllaceae
THL,Cerastium tomentosum*,,Eudicot,Caryophyllaceae
SES,Cerastium transsilvanicum ,,Eudicot,Caryophyllaceae
THL,Cerastium uniflorum ,,Eudicot,Caryophyllaceae
AEO,Cerastium vagans ,,Eudicot,Caryophyllaceae
ASP,Cerastium vourinense,,Eudicot,Caryophyllaceae
EPI,Ceratocapnos claviculata* ,,Eudicot,Papaveraceae
LON,Ceratocapnos claviculata* ,,Eudicot,Papaveraceae
QUE,Ceratocapnos claviculata* ,,Eudicot,Papaveraceae
SIS,Ceratocapnos heterocarpa ,,Eudicot,Papaveraceae
FES,Ceratocarpus arenarius* ,,Eudicot,Chenopodiaceae
LER,Ceratocarpus arenarius* ,,Eudicot,Chenopodiaceae
FES,Ceratocephala falcata* ,,Eudicot,Ranunculaceae
SIS,Ceratocephala falcata* ,,Eudicot,Ranunculaceae
FES,Ceratocephala testiculata ,,Eudicot,Ranunculaceae
COR,Ceratodon conicus,,Moss,Ditrichaceae
COR,Ceratodon purpureus var. purpureus*,,Moss,Ditrichaceae
POL,Ceratodon purpureus var. purpureus*,,Moss,Ditrichaceae
SED,Ceratodon purpureus var. purpureus*,,Moss,Ditrichaceae
HER,Ceratodon purpureus var. rotundifolius,,Moss,Ditrichaceae
QUI,Ceratonia siliqua ,,Eudicot,Fabaceae
POT,Ceratophyllum demersum ,,Eudicot,Ceratophyllaceae
POT,Ceratophyllum submersum ,,Eudicot,Ceratophyllaceae
RUP,Ceratopteris thalictroides,A,Fern,Parkeriaceae
POP,Cercis siliquastrum*,,Eudicot,Fabaceae
PUB,Cercis siliquastrum* ,A,Eudicot,Fabaceae
MUL,Cerinthe alpina ,,Eudicot,Boraginaceae
ART,Cerinthe glabra*,,Eudicot,Boraginaceae
MUL,Cerinthe glabra*,,Eudicot,Boraginaceae
CHE,Cerinthe gymnandra,,Eudicot,Boraginaceae
CHE,Cerinthe major ,,Eudicot,Boraginaceae
ART,Cerinthe minor subsp. auriculata,,Eudicot,Boraginaceae
ART,Cerinthe minor subsp. minor,,Eudicot,Boraginaceae
CHE,Cerinthe retorta ,,Eudicot,Boraginaceae
ASP,Cerinthe tristis ,,Eudicot,Boraginaceae
KLE,Ceropegia dichotoma subsp. dichotoma,,Eudicot,Asclepiadaceae
AEO,Ceropegia dichotoma subsp. krainzii ,,Eudicot,Asclepiadaceae
KLE,Ceropegia fusca ,,Eudicot,Asclepiadaceae
KLE,Ceropegia hians ,,Eudicot,Asclepiadaceae
COR,Cetraria aculeata*,,Lichen,Parmeliaceae
SED,Cetraria aculeata*,,Lichen,Parmeliaceae
COR,Cetraria ericetorum*,,Lichen,Parmeliaceae
SED,Cetraria ericetorum*,,Lichen,Parmeliaceae
COR,Cetraria islandica,,Lichen,Parmeliaceae
COR,Cetraria muricata ,,Lichen,Parmeliaceae
TRI,Cetrariella delisei ,,Lichen,Parmeliaceae
ASP,Chaenorhinum crassifolium subsp. cadevallii,,Eudicot,Plantaginaceae
ASP,Chaenorhinum crassifolium subsp. crassifolium,,Eudicot,Plantaginaceae
TUB,Chaenorhinum exile,,Eudicot,Plantaginaceae
TRA,Chaenorhinum formenterae ,,Eudicot,Plantaginaceae
THL,Chaenorhinum glareosum,,Eudicot,Plantaginaceae
TUB,Chaenorhinum grandiflorum subsp. carthaginense,,Eudicot,Plantaginaceae
TUB,Chaenorhinum grandiflorum subsp. grandiflorum ,,Eudicot,Plantaginaceae
CRI,Chaenorhinum litorale subsp. litorale*,,Eudicot,Plantaginaceae
THL,Chaenorhinum litorale subsp. litorale*,,Eudicot,Plantaginaceae
TUB,Chaenorhinum macropodum,,Eudicot,Plantaginaceae
SIS,Chaenorhinum minus subsp. minus*,,Eudicot,Plantaginaceae
THL,Chaenorhinum minus subsp. minus*,,Eudicot,Plantaginaceae
TRA,Chaenorhinum minus subsp. minus*,,Eudicot,Plantaginaceae
THL,Chaenorhinum minus subsp. pseudorubrifolium,,Eudicot,Plantaginaceae
THL,Chaenorhinum origanifolium subsp. cotiellae,,Eudicot,Plantaginaceae
ASP,Chaenorhinum origanifolium subsp. origanifolium ,,Eudicot,Plantaginaceae
TUB,Chaenorhinum reyesii,,Eudicot,Plantaginaceae
TUB,Chaenorhinum rubrifolium subsp. raveyi,,Eudicot,Plantaginaceae
TRA,Chaenorhinum rubrifolium subsp. rubrifolium ,,Eudicot,Plantaginaceae
ASP,Chaenorhinum segoviense subsp. segoviense ,,Eudicot,Plantaginaceae
ASP,Chaenorhinum segoviense subsp. semiglabrum,,Eudicot,Plantaginaceae
TRA,Chaenorhinum serpyllifolium subsp. lusitanicum,,Eudicot,Plantaginaceae
TUB,Chaenorhinum serpyllifolium subsp. serpyllifolium ,,Eudicot,Plantaginaceae
ASP,Chaenorhinum tenellum,,Eudicot,Plantaginaceae
CYM,Chaenorhinum villosum,,Eudicot,Plantaginaceae
ASP,Chaenorhinum villosum subsp. granatense,,Eudicot,Plantaginaceae
ASP,Chaenorhinum villosum subsp. villosum ,,Eudicot,Plantaginaceae
EPI,Chaerophyllum aromaticum*,,Eudicot,Apiaceae
POP,Chaerophyllum aromaticum*,,Eudicot,Apiaceae
EPI,Chaerophyllum aureum* ,,Eudicot,Apiaceae
VIR,Chaerophyllum aureum* ,,Eudicot,Apiaceae
TOL,Chaerophyllum azoricum,,Eudicot,Apiaceae
EPI,Chaerophyllum bulbosum ,,Eudicot,Apiaceae
MUL,Chaerophyllum elegans ,,Eudicot,Apiaceae
MOL,Chaerophyllum hirsutum*,,Eudicot,Apiaceae
MUL,Chaerophyllum hirsutum*,,Eudicot,Apiaceae
POP,Chaerophyllum hirsutum*,,Eudicot,Apiaceae
LAM,Chaerophyllum humile,,Eudicot,Apiaceae
EPI,Chaerophyllum nodosum ,,Eudicot,Apiaceae
EPI,Chaerophyllum temulum*,,Eudicot,Apiaceae
POP,Chaerophyllum temulum*,,Eudicot,Apiaceae
MUL,Chaerophyllum villarsii ,,Eudicot,Apiaceae
RUP,Chaetomorpha linum ,,Chlorophyta,Cladophoraceae
ISO,Chaetopogon fasciculatus,,Monocotyl,Poaceae
OXY,Chamaedaphne calyculata*,,Eudicot,Ericaceae
PIC,Chamaedaphne calyculata*,,Eudicot,Ericaceae
OLE,Chamaemeles coriacea ,,Eudicot,Rosaceae
CHE,Chamaemelum fuscatum ,,Eudicot,Asteraceae
MOL,Chamaemelum nobile,,Eudicot,Asteraceae
QUI,Chamaerops humilis ,,Monocotyl,Arecaceae
TRI,Chamaesciadium acaule,,Eudicot,Apiaceae
KOB,Chamorchis alpina*,,Monocotyl,Orchidaceae
SES,Chamorchis alpina*,,Monocotyl,Orchidaceae
RUP,Chara horrida ,,Charophyta,Characeae
RUP,Chara intermedia ,,Charophyta,Characeae
CRI,Charybdis glaucophylla ,,Monocotyl,Hyacinthaceae
LYG,Charybdis maritima*,,Monocotyl,Hyacinthaceae
ROS,Charybdis maritima*,,Monocotyl,Hyacinthaceae
LYG,Charybdis numidica*,,Monocotyl,Hyacinthaceae
ROS,Charybdis numidica*,,Monocotyl,Hyacinthaceae
LYG,Charybdis undulata,,Monocotyl,Hyacinthaceae
AZO,Cheilolejeunea cedercreutzii ,,Liver,Lejeuneaceae
LAU,Cheirolophus arboreus ,,Eudicot,Asteraceae
OLE,Cheirolophus arbutifolius ,,Eudicot,Asteraceae
OLE,Cheirolophus canariensis subsp. canariensis,,Eudicot,Asteraceae
OLE,Cheirolophus canariensis subsp. subexpinnatus ,,Eudicot,Asteraceae
ASP,Cheirolophus crassifolius,,Eudicot,Asteraceae
OLE,Cheirolophus dariasii ,,Eudicot,Asteraceae
OLE,Cheirolophus duranii ,,Eudicot,Asteraceae
OLE,Cheirolophus falcisectus ,,Eudicot,Asteraceae
OLE,Cheirolophus ghomerythus ,,Eudicot,Asteraceae
ROS,Cheirolophus intybaceus ,,Eudicot,Asteraceae
OLE,Cheirolophus junonianus ,,Eudicot,Asteraceae
OLE,Cheirolophus massonianus ,,Eudicot,Asteraceae
OLE,Cheirolophus metlesicsii ,,Eudicot,Asteraceae
OLE,Cheirolophus santos-abreui ,,Eudicot,Asteraceae
OLE,Cheirolophus satarataensis ,,Eudicot,Asteraceae
GER,Cheirolophus sempervirens ,,Eudicot,Asteraceae
OLE,Cheirolophus sventenii subsp. gracilis ,,Eudicot,Asteraceae
OLE,Cheirolophus sventenii subsp. sventenii ,,Eudicot,Asteraceae
OLE,Cheirolophus tagananensis ,,Eudicot,Asteraceae
ULI,Cheirolophus uliginosus,,Eudicot,Asteraceae
OLE,Cheirolophus webbianus ,,Eudicot,Asteraceae
CYM,Chelidonium majus*,,Eudicot,Papaveraceae
EPI,Chelidonium majus*,,Eudicot,Papaveraceae
ROB,Chelidonium majus*,,Eudicot,Fumariaceae
MOQ,Chenoleoides tomentosa*,,Eudicot,Chenopodiaceae
PEG,Chenoleoides tomentosa*,,Eudicot,Chenopodiaceae
SIS,Chenopodiastrum hybridum ,,Eudicot,Chenopodiaceae
CHE,Chenopodiastrum murale* ,,Eudicot,Chenopodiaceae
SIS,Chenopodiastrum murale* ,,Eudicot,Chenopodiaceae
BID,Chenopodium acerifolium,,Eudicot,Chenopodiaceae
SIS,Chenopodium album subsp. album ,,Eudicot,Chenopodiaceae
SIS,Chenopodium album subsp. borbasii ,,Eudicot,Chenopodiaceae
SIS,Chenopodium album subsp. pedunculare,,Eudicot,Chenopodiaceae
BID,Chenopodium ficifolium ,,Eudicot,Chenopodiaceae
CHE,Chenopodium giganteum,,Eudicot,Chenopodiaceae
LOI,Chenopodium jenissejense,,Eudicot,Chenopodiaceae
SIS,Chenopodium opulifolium ,,Eudicot,Chenopodiaceae
CHE,Chenopodium probstii ,A,Eudicot,Chenopodiaceae
SIS,Chenopodium strictum ,,Eudicot,Chenopodiaceae
SIS,Chenopodium suecicum ,,Eudicot,Chenopodiaceae
SIS,Chenopodium vulvaria ,,Eudicot,Chenopodiaceae
ASP,Chiliadenus bocconei,,Eudicot,Asteraceae
ASP,Chiliadenus glutinosus ,,Eudicot,Asteraceae
CRI,Chiliadenus lopadusanus ,,Eudicot,Asteraceae
PIC,Chimaphila umbellata,,Eudicot,Ericaceae
SAG,Chlamydophora tridentata ,,Eudicot,Asteraceae
THL,Chondrilla chondrilloides ,,Eudicot,Asteraceae
ART,Chondrilla juncea* ,,Eudicot,Asteraceae
COR,Chondrilla juncea* ,,Eudicot,Asteraceae
COR,Chorispora tenella ,,Eudicot,Brassicaceae
FES,Chouardia lakusicii*,,Monocotyl,Hyacinthaceae
PUB,Chouardia lakusicii*,,Monocotyl,Hyacinthaceae
PAR,Chrozophora obliqua,,Eudicot,Euphorbiaceae
PAR,Chrozophora tinctoria ,,Eudicot,Euphorbiaceae
FES,Chrysopogon gryllus ,,Monocotyl,Poaceae
MON,Chrysosplenium alternifolium*,,Eudicot,Saxifragaceae
POP,Chrysosplenium alternifolium*,,Eudicot,Saxifragaceae
MON,Chrysosplenium dubium ,,Eudicot,Saxifragaceae
