SPECIES_NR;LETTERCODE;SHORTNAME;ABBREVIAT;NATIVENAME;AUTHOR;SYNONYM;VALID_NR
5896;LECOSWZ;Lecano swartz s. subsw;Lecanora swartzii ssp. subswartzii;;;FALSCH;5896
5897;LECOSYM;Lecanora symmicta;Lecanora symmicta;;;FALSCH;5897
5898;LECOSYI;Lecano symmic v. sored;Lecanora symmicta var. sorediosa;;;FALSCH;5898
5899;LECOSYC;Lecanora symmictella;Lecanora symmictella;;;FALSCH;5899
5900;LECOUMB;Lecanora umbrina;Lecanora umbrina;;;FALSCH;5900
5901;LECOUMR;Lecanora umbrosa;Lecanora umbrosa;;;FALSCH;5901
5902;LECOVAL;Lecanora valesiaca;Lecanora valesiaca;;;FALSCH;5902
5903;LECOVAR;Lecanora varia;Lecanora varia;;;FALSCH;5903
5904;LECOXAN;Lecanora xanthostoma;Lecanora xanthostoma;;;FALSCH;5904
5905;LECOSP.;Lecanora sp.;Lecanora sp.;;;FALSCH;5905
5906;LECIALB;Lecidea albofuscescens;Lecidea albofuscescens;;;FALSCH;5906
5907;LECIALP;Lecidea alpestris;Lecidea alpestris;;;FALSCH;5907
5908;LECIATR;Lecidea atrobrunnea;Lecidea atrobrunnea;;;FALSCH;5908
5909;LECIATO;Lecidea atrosanguinea;Lecidea atrosanguinea;;;FALSCH;5909
5910;LECIAUR;Lecidea auriculata;Lecidea auriculata;;;FALSCH;5910
5911;LECIBET;Lecidea betulicola;Lecidea betulicola;;;FALSCH;5911
5912;LECIBOT;Lecidea botryosa;Lecidea botryosa;;;FALSCH;5912
5913;LECICAE;Lecidea caesioatra;Lecidea caesioatra;;;FALSCH;5913
5914;LECICOM;Lecidea commaculans;Lecidea commaculans;;;FALSCH;5914
5915;LECICON;Lecidea conferenda;Lecidea conferenda;;;FALSCH;5915
5916;LECICOF;Lecidea confluens;Lecidea confluens;;;FALSCH;5916
5917;LECICOL;Lecide conflu v. confl;Lecidea confluens var. confluens;;;FALSCH;5917
5918;LECICOU;Lecidea confluescens;Lecidea confluescens;;;FALSCH;5918
5919;LECICYC;Lecidea cyclospora;Lecidea cyclospora;;;FALSCH;5919
5920;LECIDID;Lecidea diducens;Lecidea diducens;;;FALSCH;5920
5921;LECIECR;Lecidea ecrustacea;Lecidea ecrustacea;;;FALSCH;5921
5922;LECIENC;Lecidea enclitica;Lecidea enclitica;;;FALSCH;5922
5923;LECIEPI;Lecidea epiphaea;Lecidea epiphaea;;;FALSCH;5923
5924;LECIERY;Lecidea erytrophaea;Lecidea erytrophaea;;;FALSCH;5924
5925;LECIEXI;Lecidea exigua;Lecidea exigua;;;FALSCH;5925
5926;LECIEXL;Lecidea exilis;Lecidea exilis;;;FALSCH;5926
5927;LECIEXS;Lecidea exsequens;Lecidea exsequens;;;FALSCH;5927
5928;LECIFAL;Lecidea fallax;Lecidea fallax;;;FALSCH;5928
5929;LECIFUL;Lecidea fuliginosa;Lecidea fuliginosa;;;FALSCH;5929
5930;LECIFUS;Lecidea fuscoatra;Lecidea fuscoatra;;;FALSCH;5930
5931;LECIFUC;Lecide fuscoa v. fusco;Lecidea fuscoatra var. fuscoatra;;;FALSCH;5931
5932;LECIFUO;Lecide fuscoa v. grise;Lecidea fuscoatra var. grisella;;;FALSCH;5932
5933;LECIGIB;Lecidea gibberosa;Lecidea gibberosa;;;FALSCH;5933
5934;LECIGRU;Lecidea grummannii;Lecidea grummannii;;;FALSCH;5934
5935;LECIHIL;Lecidea hillmannii;Lecidea hillmannii;;;FALSCH;5935
5936;LECIHUX;Lecidea huxariensis;Lecidea huxariensis;;;FALSCH;5936
5937;LECIILE;Lecidea ileiformis;Lecidea ileiformis;;;FALSCH;5937
5938;LECIIMP;Lecidea impavida;Lecidea impavida;;;FALSCH;5938
5939;LECIINF;Lecidea infirmata;Lecidea infirmata;;;FALSCH;5939
5940;LECIINO;Lecidea inops;Lecidea inops;;;FALSCH;5940
5941;LECIINS;Lecidea insidiosa;Lecidea insidiosa;;;FALSCH;5941
5942;LECILAB;Lecidea laboriosa;Lecidea laboriosa;;;FALSCH;5942
5943;LECILAP;Lecidea lapicida;Lecidea lapicida;;;FALSCH;5943
5944;LECILAI;Lecide lapici v. lapic;Lecidea lapicida var. lapicida;;;FALSCH;5944
5945;LECILAC;Lecide lapici v. panth;Lecidea lapicida var. pantherina;;;FALSCH;5945
5946;LECILEN;Lecidea lenticella;Lecidea lenticella;;;FALSCH;5946
5947;LECILEP;Lecidea leprosolimbata;Lecidea leprosolimbata;;;FALSCH;5947
5948;LECILEU;Lecidea leucothallina;Lecidea leucothallina;;;FALSCH;5948
5949;LECILIL;Lecidea liljenstroemii;Lecidea liljenstroemii;;;FALSCH;5949
5950;LECILIM;Lecidea limosa;Lecidea limosa;;;FALSCH;5950
5951;LECILIT;Lecidea lithophila;Lecidea lithophila;;;FALSCH;5951
5952;LECILUR;Lecidea lurida;Lecidea lurida;;;FALSCH;5952
5953;LECILUT;Lecidea luteoatra;Lecidea luteoatra;;;FALSCH;5953
5954;LECILYN;Lecidea lyngei;Lecidea lyngei;;;FALSCH;5954
5955;LECIMAG;Lecidea magnussonii;Lecidea magnussonii;;;FALSCH;5955
5956;LECIMAR;Lecidea margaritella;Lecidea margaritella;;;FALSCH;5956
5957;LECIMEI;Lecidea meiospora;Lecidea meiospora;;;FALSCH;5957
5958;LECIMIN;Lecidea minuta;Lecidea minuta;;;FALSCH;5958
5959;LECIMIS;Lecidea miscella;Lecidea miscella;;;FALSCH;5959
5960;LECINYL;Lecidea nylanderi;Lecidea nylanderi;;;FALSCH;5960
5961;LECIOCE;Lecidea ocelliformis;Lecidea ocelliformis;;;FALSCH;5961
5962;LECIOCL;Lecidea ocellulata;Lecidea ocellulata;;;FALSCH;5962
5963;LECIOCH;Lecidea ochrocarpa;Lecidea ochrocarpa;;;FALSCH;5963
5964;LECIPAR;Lecidea paratropiides;Lecidea paratropiides;;;FALSCH;5964
5965;LECIPAU;Lecidea paupercula;Lecidea paupercula;;;FALSCH;5965
5966;LECIPER;Lecidea percontigua;Lecidea percontigua;;;FALSCH;5966
5967;LECIPLA;Lecidea plana;Lecidea plana;;;FALSCH;5967
5968;LECIPLE;Lecidea plebeja;Lecidea plebeja;;;FALSCH;5968
5969;LECIPOL;Lecidea polycarpella;Lecidea polycarpella;;;FALSCH;5969
5970;LECIPOR;Lecidea porphyrospoda;Lecidea porphyrospoda;;;FALSCH;5970
5971;LECIPRO;Lecidea promiscens;Lecidea promiscens;;;FALSCH;5971
5972;LECIPRM;Lecidea promiscua;Lecidea promiscua;;;FALSCH;5972
5973;LECIPRI;Lecide promis v. cervi;Lecidea promiscua var. cervinicola;;;FALSCH;5973
5974;LECIPRS;Lecide promis v. promi;Lecidea promiscua var. promiscua;;;FALSCH;5974
5975;LECIPRP;Lecidea propinquata;Lecidea propinquata;;;FALSCH;5975
5976;LECIPUL;Lecidea pullata;Lecidea pullata;;;FALSCH;5976
5977;LECIPYC;Lecidea pycnocarpa;Lecidea pycnocarpa;;;FALSCH;5977
5978;LECIRAP;Lecidea rapax;Lecidea rapax;;;FALSCH;5978
5979;LECIRHO;Lecidea rhododendri;Lecidea rhododendri;;;FALSCH;5979
5980;LECIRUF;Lecidea rufofusca;Lecidea rufofusca;;;FALSCH;5980
5981;LECISAN;Lecidea sanguineoatra;Lecidea sanguineoatra;;;FALSCH;5981
5982;LECISAR;Lecidea sarcogynoides;Lecidea sarcogynoides;;;FALSCH;5982
5983;LECISCA;Lecidea scabridisca;Lecidea scabridisca;;;FALSCH;5983
5984;LECISIL;Lecidea silacea;Lecidea silacea;;;FALSCH;5984
5985;LECISOM;Lecidea somphoteroides;Lecidea somphoteroides;;;FALSCH;5985
5986;LECISPE;Lecidea speirodes;Lecidea speirodes;;;FALSCH;5986
5987;LECISPH;Lecidea sphaerella;Lecidea sphaerella;;;FALSCH;5987
5988;LECISUB;Lecidea subcongrua;Lecidea subcongrua;;;FALSCH;5988
5989;LECISUD;Lecidea subdiffracta;Lecidea subdiffracta;;;FALSCH;5989
5990;LECISUU;Lecidea subduplex;Lecidea subduplex;;;FALSCH;5990
5991;LECISUE;Lecidea sudetica;Lecidea sudetica;;;FALSCH;5991
5992;LECISUL;Lecidea sulphurea;Lecidea sulphurea;;;FALSCH;5992
5993;LECISWA;Lecidea swartzioidea;Lecidea swartzioidea;;;FALSCH;5993
5994;LECISYL;Lecidea sylvana;Lecidea sylvana;;;FALSCH;5994
5995;LECISYN;Lecidea syncarpa;Lecidea syncarpa;;;FALSCH;5995
5996;LECITES;Lecidea tesselata;Lecidea tesselata;;;FALSCH;5996
5997;LECITEE;Lecide tessel v. caesi;Lecidea tessellata var. caesia;;;FALSCH;5997
5998;LECITEL;Lecide tessel v. tesse;Lecidea tessellata var. tessellata;;;FALSCH;5998
5999;LECITIA;Lecidea tiarata;Lecidea tiarata;;;FALSCH;5999
6000;LECITUR;Lecidea turficola;Lecidea turficola;;;FALSCH;6000
6001;LECITUG;Lecidea turgidula;Lecidea turgidula;;;FALSCH;6001
6002;LECIUMB;Lecidea umbonata;Lecidea umbonata;;;FALSCH;6002
6003;LECIVER;Lecidea verruca;Lecidea verruca;;;FALSCH;6003
6004;LECIVIR;Lecidea viriduloatra;Lecidea viriduloatra;;;FALSCH;6004
6005;LECISP.;Lecidea sp.;Lecidea sp.;;;FALSCH;6005
6006;LECDACH;Lecidella achristotera;Lecidella achristotera;;;FALSCH;6006
6007;LECDAEM;Lecidella aemulans;Lecidella aemulans;;;FALSCH;6007
6008;LECDALB;Lecidella alba;Lecidella alba;;;FALSCH;6008
6009;LECDANO;Lecidella anomaloides;Lecidella anomaloides;;;FALSCH;6009
6010;LECDASE;Lecidella asema;Lecidella asema;;;FALSCH;6010
6011;LECDBUL;Lecidella bullata;Lecidella bullata;;;FALSCH;6011
6012;LECDCAR;Lecidella carpathica;Lecidella carpathica;;;FALSCH;6012
6013;LECDCAP;Lecide carpat v. latyp;Lecidella carpathica var. latypizella;;;FALSCH;6013
6014;LECDEFF;Lecidella effugiens;Lecidella effugiens;;;FALSCH;6014
6015;LECDELA;Lecidella elaeochroma;Lecidella elaeochroma;;;FALSCH;6015
6016;LECDELE;Lecidella elaeochromoi;Lecidella elaeochromoides;;;FALSCH;6016
6017;LECDEUP;Lecidella euphorea;Lecidella euphorea;;;FALSCH;6017
6018;LECDFLA;Lecidella flavisoredia;Lecidella flavisorediata;;;FALSCH;6018
6019;LECDLAU;Lecidella laureri;Lecidella laureri;;;FALSCH;6019
6020;LECDLEC;Lecidella lecanoricola;Lecidella lecanoricola;;;FALSCH;6020
6021;LECDPAT;Lecidella patavina;Lecidella patavina;;;FALSCH;6021
6022;LECDPUL;Lecidella pulveracea;Lecidella pulveracea;;;FALSCH;6022
6023;LECDSCA;Lecidella scabra;Lecidella scabra;;;FALSCH;6023
6024;LECDSTI;Lecidella stigmatea;Lecidella stigmatea;;;FALSCH;6024
6025;LECDS,E;Lecide stigma f. egena;Lecidella stigmatea f. egena;;;FALSCH;6025
6026;LECDVIR;Lecidella viridans;Lecidella viridans;;;FALSCH;6026
6027;LECDWUL;Lecidella wulfenii;Lecidella wulfenii;;;FALSCH;6027
6028;LECDSP.;Lecidella sp.;Lecidella sp.;;;FALSCH;6028
6029;LECMDEM;Lecidoma demissum;Lecidoma demissum;;;FALSCH;6029
6030;LECMSP.;Lecidoma sp.;Lecidoma sp.;;;FALSCH;6030
6031;LECGDUB;Leciographa dubia;Leciographa dubia;;;FALSCH;6031
6032;LECGSP.;Leciographa sp.;Leciographa sp.;;;FALSCH;6032
6033;LEDUPAL;Ledum palustre;Ledum palustre;;;FALSCH;6033
6034;LEDUSP.;Ledum sp.;Ledum sp.;;;FALSCH;6034
6035;LEERORY;Leersia oryzoides;Leersia oryzoides;;;FALSCH;6035
6036;LEERSP.;Leersia sp.;Leersia sp.;;;FALSCH;6036
6037;LEGOHYB;Legousia hybrida;Legousia hybrida;;;FALSCH;6037
6038;LEGOSPE;Legousia speculum-vene;Legousia speculum-veneris;;;FALSCH;6038
6039;LEGOSP.;Legousia sp.;Legousia sp.;;;FALSCH;6039
6040;LEIOALP;Leiocolea alpestris;Leiocolea alpestris;;;FALSCH;6040
6041;LEIOBAD;Leiocolea badensis;Leiocolea badensis;;;FALSCH;6041
6042;LEIOBAN;Leiocolea bantriensis;Leiocolea bantriensis;;;FALSCH;6042
6043;LEIOBOR;Leiocolea borealis;Leiocolea borealis;;;FALSCH;6043
6044;LEIOGIL;Leiocolea gillmanii;Leiocolea gillmanii;;;FALSCH;6044
6045;LEIOHET;Leiocolea heterocolpos;Leiocolea heterocolpos;;;FALSCH;6045
6046;LEIOHEE;Leioco hetero v. arcti;Leiocolea heterocolpos var. arctica;;;FALSCH;6046
6047;LEIOHER;Leioco hetero v. heter;Leiocolea heterocolpos var. heterocolpos;;;FALSCH;6047
6048;LEIORUT;Leiocolea rutheana;Leiocolea rutheana;;;FALSCH;6048
6049;LEIOTUR;Leiocolea turbinata;Leiocolea turbinata;;;FALSCH;6049
6050;LEIOSP.;Leiocolea sp.;Leiocolea sp.;;;FALSCH;6050
6051;LEJECAV;Lejeunea cavifolia;Lejeunea cavifolia;;;FALSCH;6051
6052;LEJEECK;Lejeunea eckloniana;Lejeunea eckloniana;;;FALSCH;6052
6053;LEJEFLA;Lejeunea flava;Lejeunea flava;;;FALSCH;6053
6054;LEJEFLV;Lejeune flava s. flava;Lejeunea flava ssp. flava;;;FALSCH;6054
6055;LEJEFLB;Lejeun flava s. moorei;Lejeunea flava ssp. moorei;;;FALSCH;6055
6056;LEJEHIB;Lejeunea hibernica;Lejeunea hibernica;;;FALSCH;6056
6057;LEJEHOL;Lejeunea holtii;Lejeunea holtii;;;FALSCH;6057
6058;LEJELAM;Lejeunea lamacerina;Lejeunea lamacerina;;;FALSCH;6058
6059;LEJEMAN;Lejeunea mandonii;Lejeunea mandonii;;;FALSCH;6059
6060;LEJEPAT;Lejeunea patens;Lejeunea patens;;;FALSCH;6060
6061;LEJEULI;Lejeunea ulicina;Lejeunea ulicina;;;FALSCH;6061
6062;LEJESP.;Lejeunea sp.;Lejeunea sp.;;;FALSCH;6062
6063;LEMMARN;Lemmopsis arnoldiana;Lemmopsis arnoldiana;;;FALSCH;6063
6064;LEMMSP.;Lemmopsis sp.;Lemmopsis sp.;;;FALSCH;6064
6065;LEMNGIB;Lemna gibba;Lemna gibba;;;FALSCH;6065
6066;LEMNMIN;Lemna minor;Lemna minor;;;FALSCH;6066
6067;LEMNTRI;Lemna trisulca;Lemna trisulca;;;FALSCH;6067
6068;LEMNTUR;Lemna turionifera;Lemna turionifera;;;FALSCH;6068
6069;LEMNSP.;Lemna sp.;Lemna sp.;;;FALSCH;6069
6070;LEMPBOT;Lempholemma botryosum;Lempholemma botryosum;;;FALSCH;6070
6071;LEMPCHA;Lempholemma chalazanum;Lempholemma chalazanum;;;FALSCH;6071
6072;LEMPCON;Lempholemma condensatu;Lempholemma condensatum;;;FALSCH;6072
6073;LEMPDIS;Lempholemma dispansum;Lempholemma dispansum;;;FALSCH;6073
6074;LEMPELV;Lempholemma elveloideu;Lempholemma elveloideum;;;FALSCH;6074
6075;LEMPINT;Lempholemma intricatum;Lempholemma intricatum;;;FALSCH;6075
6076;LEMPPOL;Lempholemma polyanthes;Lempholemma polyanthes;;;FALSCH;6076
6077;LEMPSP.;Lempholemma sp.;Lempholemma sp.;;;FALSCH;6077
6078;LENSCUL;Lens culinaris;Lens culinaris;;;FALSCH;6078
6079;LENSERV;Lens ervoides;Lens ervoides;;;FALSCH;6079
6080;LENSSP.;Lens sp.;Lens sp.;;;FALSCH;6080
6081;LEONAUT;Leontodon autumnalis;Leontodon autumnalis;;;FALSCH;6081
6082;LEONAUU;Leonto autumn s. autum;Leontodon autumnalis ssp. autumnalis;;;FALSCH;6082
6083;LEONAUM;Leonto autumn s. prate;Leontodon autumnalis ssp. pratensis;;;FALSCH;6083
6084;LEONCRO;Leontodon croceus;Leontodon croceus;;;FALSCH;6084
6085;LEONHEL;Leontodon helveticus;Leontodon helveticus;;;FALSCH;6085
6086;LEONHIS;Leontodon hispidus;Leontodon hispidus;;;FALSCH;6086
6087;LEONHII;Leonto hispid s. hasti;Leontodon hispidus ssp. hastilis;;;FALSCH;6087
6088;LEONHID;Leonto hispid s. hispi;Leontodon hispidus ssp. hispidus;;;FALSCH;6088
6089;LEONHIU;Leonto hispid s. hyose;Leontodon hispidus ssp. hyoseroides;;;FALSCH;6089
6090;LEONHIB;Leonto hispid s. pseud;Leontodon hispidus ssp. pseudocrispus;;;FALSCH;6090
6091;LEONINC;Leontodon incanus;Leontodon incanus;;;FALSCH;6091
6092;LEONMON;Leontodon montaniformi;Leontodon montaniformis;;;FALSCH;6092
6093;LEONMOT;Leontodon montanus;Leontodon montanus;;;FALSCH;6093
6094;LEONMOA;Leonto montan s. melan;Leontodon montanus ssp. melanotrichus;;;FALSCH;6094
6095;LEONMOU;Leonto montan s. monta;Leontodon montanus ssp. montanus;;;FALSCH;6095
6096;LEONPSE;Leontodon pseudotaraxa;Leontodon pseudotaraxaci;;;FALSCH;6096
6097;LEONSAX;Leontodon saxatilis;Leontodon saxatilis;;;FALSCH;6097
6098;LEONHIP;Leonto hispid s. alpin;Leontodon hispidus ssp. alpinus;;;FALSCH;6098
6099;LEONHIA;Leonto hispid s. opimu;Leontodon hispidus ssp. opimus;;;FALSCH;6099
6100;LEONSP.;Leontodon sp.;Leontodon sp.;;;FALSCH;6100
6101;LEOTALP;Leontopodium alpinum;Leontopodium alpinum;;;FALSCH;6101
6102;LEOTSP.;Leontopodium sp.;Leontopodium sp.;;;FALSCH;6102
6103;LEOUCAR;Leonurus cardiaca;Leonurus cardiaca;;;FALSCH;6103
6104;LEOUCAD;Leonur cardia s. cardi;Leonurus cardiaca ssp. cardiaca;;;FALSCH;6104
6105;LEOUCAA;Leonur cardia s. villo;Leonurus cardiaca ssp. villosus;;;FALSCH;6105
6106;LEOUMAR;Leonurus marrubiastrum;Leonurus marrubiastrum;;;FALSCH;6106
6107;LEOUCAI;Leonur cardia s. inter;Leonurus cardiaca ssp. intermedius;;;FALSCH;6107
6108;LEOUSP.;Leonurus sp.;Leonurus sp.;;;FALSCH;6108
6109;LEPICAM;Lepidium campestre;Lepidium campestre;;;FALSCH;6109
6110;LEPICAR;Lepidium cartilagineum;Lepidium cartilagineum;;;FALSCH;6110
6111;LEPIDEN;Lepidium densiflorum;Lepidium densiflorum;;;FALSCH;6111
6112;LEPIGRA;Lepidium graminifolium;Lepidium graminifolium;;;FALSCH;6112
6113;LEPIHET;Lepidium heterophyllum;Lepidium heterophyllum;;;FALSCH;6113
6114;LEPILAT;Lepidium latifolium;Lepidium latifolium;;;FALSCH;6114
6115;LEPINEG;Lepidium neglectum;Lepidium neglectum;;;FALSCH;6115
6116;LEPIPER;Lepidium perfoliatum;Lepidium perfoliatum;;;FALSCH;6116
6117;LEPIRUD;Lepidium ruderale;Lepidium ruderale;;;FALSCH;6117
6118;LEPISAT;Lepidium sativum;Lepidium sativum;;;FALSCH;6118
6119;LEPITEX;Lepidium texanum;Lepidium texanum;;;FALSCH;6119
6120;LEPIVIR;Lepidium virginicum;Lepidium virginicum;;;FALSCH;6120
6121;LEPIAFR;Lepidium africanum;Lepidium africanum;;;FALSCH;6121
6122;LEPISP.;Lepidium sp.;Lepidium sp.;;;FALSCH;6122
6123;LEPDCUP;Lepidozia cupressina;Lepidozia cupressina;;;FALSCH;6123
6124;LEPDPEA;Lepidozia pearsonii;Lepidozia pearsonii;;;FALSCH;6124
6125;LEPDREP;Lepidozia reptans;Lepidozia reptans;;;FALSCH;6125
6126;LEPDSP.;Lepidozia sp.;Lepidozia sp.;;;FALSCH;6126
6127;LEPRALB;Lepraria alba;Lepraria alba;;;FALSCH;6127
6128;LEPRBOT;Lepraria botryoides;Lepraria botryoides;;;FALSCH;6128
6129;LEPRCAE;Lepraria caerulescens;Lepraria caerulescens;;;FALSCH;6129
6130;LEPRCAS;Lepraria caesioalba;Lepraria caesioalba;;;FALSCH;6130
6131;LEPRCRA;Lepraria crasissima;Lepraria crasissima;;;FALSCH;6131
6132;LEPRINC;Lepraria incana;Lepraria incana;;;FALSCH;6132
6133;LEPRLAT;Lepraria latebrarum;Lepraria latebrarum;;;FALSCH;6133
6134;LEPRLOB;Lepraria lobificans;Lepraria lobificans;;;FALSCH;6134
6135;LEPRNEG;Lepraria neglecta;Lepraria neglecta;;;FALSCH;6135
6136;LEPRRIG;Lepraria rigidula;Lepraria rigidula;;;FALSCH;6136
6137;LEPRSP.;Lepraria sp.;Lepraria sp.;;;FALSCH;6137
6138;LEPOMIC;Leprocaulon microscopi;Leprocaulon microscopicum;;;FALSCH;6138
6139;LEPOSP.;Leprocaulon sp.;Leprocaulon sp.;;;FALSCH;6139
6140;LEPLDIF;Leproloma diffusum;Leproloma diffusum;;;FALSCH;6140
6141;LEPLDIU;Leprol diffus v. diffu;Leproloma diffusum var. diffusum;;;FALSCH;6141
6142;LEPLMEM;Leproloma membranaceum;Leproloma membranaceum;;;FALSCH;6142
6143;LEPLVOU;Leproloma vouauxii;Leproloma vouauxii;;;FALSCH;6143
6144;LEPLSP.;Leproloma sp.;Leproloma sp.;;;FALSCH;6144
6145;LEPTBER;Leptobarbula berica;Leptobarbula berica;;;FALSCH;6145
6146;LEPTSP.;Leptobarbula sp.;Leptobarbula sp.;;;FALSCH;6146
6147;LEPBPYR;Leptobryum pyriforme;Leptobryum pyriforme;;;FALSCH;6147
6148;LEPBSP.;Leptobryum sp.;Leptobryum sp.;;;FALSCH;6148
6149;AMBYRIP;Amblystegium riparium;Leptodictyum riparium;;;WAHR;42265
6150;LEPCSP.;Leptodictyum sp.;Leptodictyum sp.;;;FALSCH;6150
6151;LEPNSMI;Leptodon smithii;Leptodon smithii;;;FALSCH;6151
6152;LEPNSP.;Leptodon sp.;Leptodon sp.;;;FALSCH;6152
6153;LEPNFLE;Leptodontiu flexifoliu;Leptodontium flexifolium;;;FALSCH;6153
6154;LEPNGEM;Leptodontiu gemmascens;Leptodontium gemmascens;;;FALSCH;6154
6155;LEPNSTY;Leptodontium styriacum;Leptodontium styriacum;;;FALSCH;6155
6156;LEPNSPA;Leptodontium sp.;Leptodontium sp.;;;FALSCH;6156
6157;LEPGBIA;Leptogium biatorinum;Leptogium biatorinum;;;FALSCH;6157
6158;LEPGBUR;Leptogium burnetiae;Leptogium burnetiae;;;FALSCH;6158
6159;LEPGCOR;Leptogium corniculatum;Leptogium corniculatum;;;FALSCH;6159
6160;LEPGCOT;Leptogium corticola;Leptogium corticola;;;FALSCH;6160
6161;LEPGCRE;Leptogium cretaceum;Leptogium cretaceum;;;FALSCH;6161
6162;LEPGCYA;Leptogium cyanescens;Leptogium cyanescens;;;FALSCH;6162
6163;LEPGDIF;Leptogium diffractum;Leptogium diffractum;;;FALSCH;6163
6164;LEPGFUR;Leptogium furfuraceum;Leptogium furfuraceum;;;FALSCH;6164
6165;LEPGGEL;Leptogium gelatinosum;Leptogium gelatinosum;;;FALSCH;6165
6166;LEPGHIL;Leptogium hildenbrandi;Leptogium hildenbrandii;;;FALSCH;6166
6167;LEPGIMB;Leptogium imbricatum;Leptogium imbricatum;;;FALSCH;6167
6168;LEPGLIH;Leptogium lichenoides;Leptogium lichenoides;;;FALSCH;6168
6169;LEPGLIC;Leptog lichen v. liche;Leptogium lichenoide var. lichenoide;;;FALSCH;6169
6170;LEPGLIE;Leptog lichen v. pulvi;Leptogium lichenoides var. pulvinatum;;;FALSCH;6170
6171;LEPGMIN;Leptogium minutissimum;Leptogium minutissimum;;;FALSCH;6171
6172;LEPGPLI;Leptogium plicatile;Leptogium plicatile;;;FALSCH;6172
6173;LEPGSAT;Leptogium saturninum;Leptogium saturninum;;;FALSCH;6173
6174;LEPGSCH;Leptogium schraderi;Leptogium schraderi;;;FALSCH;6174
6175;LEPGTEN;Leptogium tenuissimum;Leptogium tenuissimum;;;FALSCH;6175
6176;LEPGTER;Leptogium teretiusculu;Leptogium teretiusculum;;;FALSCH;6176
6177;LEPGSP.;Leptogium sp.;Leptogium sp.;;;FALSCH;6177
6178;LEPHATO;Leptorhapis atomaria;Leptorhapis atomaria;;;FALSCH;6178
6179;LEPHEPI;Leptorhapis epidermidi;Leptorhapis epidermidis;;;FALSCH;6179
6180;LEPHLUC;Leptorhapis lucida;Leptorhapis lucida;;;FALSCH;6180
6181;LEPHMAG;Leptorhapis maggiana;Leptorhapis maggiana;;;FALSCH;6181
6182;LEPHPAT;Leptorhapis patzaltii;Leptorhapis patzaltii;;;FALSCH;6182
6183;LEPHWIE;Leptorhapis wienkampii;Leptorhapis wienkampii;;;FALSCH;6183
6184;LEPHSP.;Leptorhapis sp.;Leptorhapis sp.;;;FALSCH;6184
6185;LEPSCUN;Leptoscyphu cuneifoliu;Leptoscyphus cuneifolius;;;FALSCH;6185
6186;LEPSSP.;Leptoscyphus sp.;Leptoscyphus sp.;;;FALSCH;6186
6187;LEPPGEO;Leptosphaer geographic;Leptosphaeria geographicola;;;FALSCH;6187
6188;LEPPSTE;Leptosphaer stereocaul;Leptosphaeria stereocaulicola;;;FALSCH;6188
6189;LEPPSP.;Leptosphaeria sp.;Leptosphaeria sp.;;;FALSCH;6189
6190;LEPYHOL;Lepyrodicli holosteoid;Lepyrodiclis holosteoides;;;FALSCH;6190
6191;LEPYSP.;Lepyrodiclis sp.;Lepyrodiclis sp.;;;FALSCH;6191
6192;LESCINC;Lescuraea incurvata;Lescuraea incurvata;;;FALSCH;6192
6193;LESCMUT;Lescuraea mutabilis;Lescuraea mutabilis;;;FALSCH;6193
6194;LESCPAT;Lescuraea patens;Lescuraea patens;;;FALSCH;6194
6195;LESCRAD;Lescuraea radicosa;Lescuraea radicosa;;;FALSCH;6195
6196;LESCSAV;Lescuraea saviana;Lescuraea saviana;;;FALSCH;6196
6197;LESCSAX;Lescuraea saxicola;Lescuraea saxicola;;;FALSCH;6197
6198;LESCSP.;Lescuraea sp.;Lescuraea sp.;;;FALSCH;6198
6199;LESKPOL;Leskea polycarpa;Leskea polycarpa;;;FALSCH;6199
6200;LESKSP.;Leskea sp.;Leskea sp.;;;FALSCH;6200
6201;PSESNER;Pseudoleskeell nervosa;Pseudoleskeella nervosa;;;FALSCH;6201
6202;LESESP.;Leskeella sp.;Leskeella sp.;;;FALSCH;6202
6203;LETHVUL;Lethraria vulpina;Lethraria vulpina;;;FALSCH;6203
6204;LETHSP.;Lethraria sp.;Lethraria sp.;;;FALSCH;6204
6205;LEUCSER;Leucanthemell serotina;Leucanthemella serotina;;;FALSCH;6205
6206;LEUCSP.;Leucanthemella sp.;Leucanthemella sp.;;;FALSCH;6206
6207;LEUAALP;Leucanthemopsis alpina;Leucanthemopsis alpina;;;FALSCH;6207
6208;LEUASP.;Leucanthemopsis sp.;Leucanthemopsis sp.;;;FALSCH;6208
6209;LEUNADU;Leucanthemum adustum;Leucanthemum adustum;;;FALSCH;6209
6210;LEUNATR;Leucanthemum atratum;Leucanthemum atratum;;;FALSCH;6210
6211;LEUNATA;Leucanthem atratum ag.;Leucanthemum atratum agg.;;;FALSCH;6211
6212;LEUNGAU;Leucanthemum gaudinii;Leucanthemum gaudinii;;;FALSCH;6212
6213;LEUNHAL;Leucanthemum halleri;Leucanthemum halleri;;;FALSCH;6213
6214;LEUNHET;Leucanthemu heterophyl;Leucanthemum heterophyllum;;;FALSCH;6214
6215;LEUNIRC;Leucanthemu ircutianum;Leucanthemum ircutianum;;;FALSCH;6215
6216;LEUNLIT;Leucanthemu lithopolit;Leucanthemum lithopolitanicum;;;FALSCH;6216
6217;LEUNMAR;Leucanthemu margaritae;Leucanthemum margaritae;;;FALSCH;6217
