name	author	association	suballiance	alliance	order	class
Montio-Cardaminetea		FALSE	FALSE	FALSE	FALSE	TRUE
Montio-Cardaminetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Caricion remotae		FALSE	FALSE	TRUE	FALSE	FALSE
Cardamino-Chrysosplenietum alternifolii		TRUE	FALSE	FALSE	FALSE	FALSE
Trichocoleo-Sphagnetum		TRUE	FALSE	FALSE	FALSE	FALSE
Epilobio nutantis-Montion		FALSE	FALSE	TRUE	FALSE	FALSE
Montio-Philonotidetum fontanae		TRUE	FALSE	FALSE	FALSE	FALSE
Cardamino-Montion		FALSE	FALSE	TRUE	FALSE	FALSE
Montio-Bryetum schleicheri		TRUE	FALSE	FALSE	FALSE	FALSE
Marsupelletum emarginatae		TRUE	FALSE	FALSE	FALSE	FALSE
Blindio-Scapanietum undulatae		TRUE	FALSE	FALSE	FALSE	FALSE
Scapanietum paludosae		TRUE	FALSE	FALSE	FALSE	FALSE
Mniobryetum albicantis		TRUE	FALSE	FALSE	FALSE	FALSE
Solenostomo-Hygrohypnetum smithii		TRUE	FALSE	FALSE	FALSE	FALSE
Scapanietum uliginosae		TRUE	FALSE	FALSE	FALSE	FALSE
Dermatocarpion		FALSE	FALSE	TRUE	FALSE	FALSE
Dermatocarpetum rivulorum		TRUE	FALSE	FALSE	FALSE	FALSE
Cratoneurion		FALSE	FALSE	TRUE	FALSE	FALSE
Cratoneuretum falcati		TRUE	FALSE	FALSE	FALSE	FALSE
Cratoneuro-Hygrohypnetum luridi		TRUE	FALSE	FALSE	FALSE	FALSE
Adiantion		FALSE	FALSE	TRUE	FALSE	FALSE
Cratoneuretum commutati		TRUE	FALSE	FALSE	FALSE	FALSE
Catoscopietum nigriti		TRUE	FALSE	FALSE	FALSE	FALSE
Eucladietum verticillati		TRUE	FALSE	FALSE	FALSE	FALSE
Scytonematetum myochrous		TRUE	FALSE	FALSE	FALSE	FALSE
Asplenietea trichomanis		FALSE	FALSE	FALSE	FALSE	TRUE
Potentilletalia caulescentis		FALSE	FALSE	FALSE	TRUE	FALSE
Potentillion caulescentis		FALSE	FALSE	TRUE	FALSE	FALSE
Hieracio humilis-Potentilletum caulescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Hieracio humilis-Campanuletum praesignis		TRUE	FALSE	FALSE	FALSE	FALSE
Drabetum thomasii		TRUE	FALSE	FALSE	FALSE	FALSE
Drabo stellatae-Potentilletum clusianae		TRUE	FALSE	FALSE	FALSE	FALSE
Androsacetum helveticae		TRUE	FALSE	FALSE	FALSE	FALSE
Androsaco-Drabion tomentosae		FALSE	FALSE	TRUE	FALSE	FALSE
Potentilletum caulescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Potentillo clusianae-Campanuletum zoysii		TRUE	FALSE	FALSE	FALSE	FALSE
Potentilletum nitidae		TRUE	FALSE	FALSE	FALSE	FALSE
Cystopteridion		FALSE	FALSE	TRUE	FALSE	FALSE
Cystopteridetum fragilis		TRUE	FALSE	FALSE	FALSE	FALSE
Heliospermo-Cystopteridetum alpinae		TRUE	FALSE	FALSE	FALSE	FALSE
Valeriano elongatae-Asplenietum viridis		TRUE	FALSE	FALSE	FALSE	FALSE
Asplenio viridis-Caricetum brachystachyos		TRUE	FALSE	FALSE	FALSE	FALSE
Tortulo-Cymbalarietalia		FALSE	FALSE	FALSE	FALSE	TRUE
Cymbalario-Asplenion		FALSE	FALSE	TRUE	FALSE	FALSE
Asplenietum lepidi		TRUE	FALSE	FALSE	FALSE	FALSE
Moehringietum bavaricae		TRUE	FALSE	FALSE	FALSE	FALSE
Asplenietum rutae-murariae-trichomanis		TRUE	FALSE	FALSE	FALSE	FALSE
Cymbalarietum muralis		TRUE	FALSE	FALSE	FALSE	FALSE
Corydalidetum luteae		TRUE	FALSE	FALSE	FALSE	FALSE
Sedum album-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Sedum dasyphyllum-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Cystopteris fragilis-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Androsacetalia multiflorae		FALSE	FALSE	FALSE	TRUE	FALSE
Androsacion multiflorae		FALSE	FALSE	TRUE	FALSE	FALSE
Asplenio-Primuletum hirsutae		TRUE	FALSE	FALSE	FALSE	FALSE
Asplenion septentrionalis		FALSE	FALSE	TRUE	FALSE	FALSE
Woodsio-Asplenietum septentrionalis		TRUE	FALSE	FALSE	FALSE	FALSE
Sileno rupestris-Asplenietum septentrionalis		TRUE	FALSE	FALSE	FALSE	FALSE
Asplenietum septentrionali-adianti-nigri		TRUE	FALSE	FALSE	FALSE	FALSE
Moehringietum diversifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Asplenium septentrionale-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Asplenion serpentini		FALSE	FALSE	TRUE	FALSE	FALSE
Notholaeno-Sempervivetum hirti		TRUE	FALSE	FALSE	FALSE	FALSE
Hypno-Polypodion vulgaris		FALSE	FALSE	TRUE	FALSE	FALSE
Saxifragetum paradoxae		TRUE	FALSE	FALSE	FALSE	FALSE
Thlaspietea rotundifolii		FALSE	FALSE	FALSE	FALSE	TRUE
Thlaspietalia rotundifolii		FALSE	FALSE	FALSE	TRUE	FALSE
Thlaspion rotundifolii		FALSE	FALSE	TRUE	FALSE	FALSE
Thlaspietum rotundifolii		TRUE	FALSE	FALSE	FALSE	FALSE
Papaveretum rhaetici		TRUE	FALSE	FALSE	FALSE	FALSE
Papaveri kerneri-Thlaspietum kerneri		TRUE	FALSE	FALSE	FALSE	FALSE
Crepidetum terglouensis		TRUE	FALSE	FALSE	FALSE	FALSE
Leontodontetum montani		TRUE	FALSE	FALSE	FALSE	FALSE
Saxifragetum hohenwartii		TRUE	FALSE	FALSE	FALSE	FALSE
Thlaspietum cepaeifolii		TRUE	FALSE	FALSE	FALSE	FALSE
Doronicum grandiflorum-Arabis alpina-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Minuartia gerardii-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Minuartia austriaca-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Petasition paradoxi		FALSE	FALSE	TRUE	FALSE	FALSE
Petasitetum nivei		TRUE	FALSE	FALSE	FALSE	FALSE
Athamanto-Trisetetum distichophylli		TRUE	FALSE	FALSE	FALSE	FALSE
Festucetum laxae		TRUE	FALSE	FALSE	FALSE	FALSE
Anthyllido-Leontodontetum hyoseroidis		TRUE	FALSE	FALSE	FALSE	FALSE
Dryopteridetum villarii		TRUE	FALSE	FALSE	FALSE	FALSE
Petasitetum albi		TRUE	FALSE	FALSE	FALSE	FALSE
Moehringio-Gymnocarpietum robertiani		TRUE	FALSE	FALSE	FALSE	FALSE
Cystopteridetum montanae		TRUE	FALSE	FALSE	FALSE	FALSE
Polystichetum lonchitis		TRUE	FALSE	FALSE	FALSE	FALSE
Drabetalia hoppeanae		FALSE	FALSE	FALSE	TRUE	FALSE
Drabion hoppeanae		FALSE	FALSE	TRUE	FALSE	FALSE
Saxifragetum biflorae		TRUE	FALSE	FALSE	FALSE	FALSE
Saxifragetum rudolphianae		TRUE	FALSE	FALSE	FALSE	FALSE
Campanulo cenisiae-Saxifragetum oppositifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Drabetum hoppeanae		TRUE	FALSE	FALSE	FALSE	FALSE
Arabidetalia caeruleae		FALSE	FALSE	FALSE	TRUE	FALSE
Arabidion caeruleae		FALSE	FALSE	TRUE	FALSE	FALSE
Arabidetum caeruleae		TRUE	FALSE	FALSE	FALSE	FALSE
Arabido-Rumicetum nivalis		TRUE	FALSE	FALSE	FALSE	FALSE
Campanulo pullae-Achilleetum atratae		TRUE	FALSE	FALSE	FALSE	FALSE
Campanulo pullae-Achilleetum clusianae		TRUE	FALSE	FALSE	FALSE	FALSE
Homogyno discoloris-Salicetum retusae		TRUE	FALSE	FALSE	FALSE	FALSE
Potentillo dubiae-Homogynetum discoloris		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum retuso-reticulatae		TRUE	FALSE	FALSE	FALSE	FALSE
Androsacetalia alpinae		FALSE	FALSE	FALSE	TRUE	FALSE
Androsacion alpinae		FALSE	FALSE	TRUE	FALSE	FALSE
Androsacetum alpinae		TRUE	FALSE	FALSE	FALSE	FALSE
Sieversio-Oxyrietum digynae		TRUE	FALSE	FALSE	FALSE	FALSE
Androsacetum wulfenianae		TRUE	FALSE	FALSE	FALSE	FALSE
Allosuro-Athyrion alpestris		FALSE	FALSE	TRUE	FALSE	FALSE
Allosuretum crispae		TRUE	FALSE	FALSE	FALSE	FALSE
Galeopsidion		FALSE	FALSE	TRUE	FALSE	FALSE
Galeopsio-Rumicetum		TRUE	FALSE	FALSE	FALSE	FALSE
Epilobietalia fleischeri		FALSE	FALSE	FALSE	TRUE	FALSE
Salicion incanae		FALSE	FALSE	TRUE	FALSE	FALSE
Epilobietum fleischeri		TRUE	FALSE	FALSE	FALSE	FALSE
Myricario-Chondrilletum		TRUE	FALSE	FALSE	FALSE	FALSE
Epilobio-Myricarietum		TRUE	FALSE	FALSE	FALSE	FALSE
Galio-Parietarietalia officinalis		FALSE	FALSE	FALSE	TRUE	FALSE
Stipion calamagrostis	Jenny-Lips ex Br.-Blö. et al 1952	FALSE	FALSE	TRUE	FALSE	FALSE
Stipetum calamagrostis		TRUE	FALSE	FALSE	FALSE	FALSE
Rumicetum scutati		TRUE	FALSE	FALSE	FALSE	FALSE
Vincetoxicetum officinalis		TRUE	FALSE	FALSE	FALSE	FALSE
Galeopsietum angustifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetea curvulae		FALSE	FALSE	FALSE	FALSE	TRUE
Caricetalia curvulae		FALSE	FALSE	FALSE	TRUE	FALSE
Caricion curvulae		FALSE	FALSE	TRUE	FALSE	FALSE
Caricetum curvulae		TRUE	FALSE	FALSE	FALSE	FALSE
Loiseleurio-Caricetum curvulae		TRUE	FALSE	FALSE	FALSE	FALSE
Hygrocaricetum curvulae		TRUE	FALSE	FALSE	FALSE	FALSE
Carici curvulae-Nardetum		TRUE	FALSE	FALSE	FALSE	FALSE
Festucetum halleri		TRUE	FALSE	FALSE	FALSE	FALSE
Juncion trifidi		FALSE	FALSE	TRUE	FALSE	FALSE
Juncetum trifidi		TRUE	FALSE	FALSE	FALSE	FALSE
Festucetalia spadiceae		FALSE	FALSE	FALSE	TRUE	FALSE
Festucion variae		FALSE	FALSE	TRUE	FALSE	FALSE
Pulsatillo albae-Festucetum variae		TRUE	FALSE	FALSE	FALSE	FALSE
Hypochoerido uniflorae-Festucetum paniculatae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum sempervirentis		TRUE	FALSE	FALSE	FALSE	FALSE
Nardion strictae		FALSE	FALSE	TRUE	FALSE	FALSE
Sieversio-Nardetum strictae		TRUE	FALSE	FALSE	FALSE	FALSE
Agrostion schraderianae		FALSE	FALSE	TRUE	FALSE	FALSE
Festucetum picturatae		TRUE	FALSE	FALSE	FALSE	FALSE
Agrostio schraderianae-Festucetum nigricantis		TRUE	FALSE	FALSE	FALSE	FALSE
Pediculari recutitae-Agrostietum schraderianae		TRUE	FALSE	FALSE	FALSE	FALSE
Chaerophyllo villarsii-Agrostietum schraderianae		TRUE	FALSE	FALSE	FALSE	FALSE
Carici rupestris-Kobresietea bellardii		FALSE	FALSE	FALSE	FALSE	TRUE
Oxytropido-Kobresietalia		FALSE	FALSE	FALSE	TRUE	FALSE
Oxytropido-Elynion		FALSE	FALSE	TRUE	FALSE	FALSE
Elynetum myosuroides		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum rupestris		TRUE	FALSE	FALSE	FALSE	FALSE
Elyno-Caricetum rosae		TRUE	FALSE	FALSE	FALSE	FALSE
Agrostis alpina-Gesellschaften		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetea herbaceae		FALSE	FALSE	FALSE	FALSE	TRUE
Salicetalia herbaceae		FALSE	FALSE	FALSE	TRUE	FALSE
Salicion herbaceae		FALSE	FALSE	TRUE	FALSE	FALSE
Cardamino alpinae-Anthelietum juratzkanae		TRUE	FALSE	FALSE	FALSE	FALSE
Polytrichetum sexangularis		TRUE	FALSE	FALSE	FALSE	FALSE
Polytricho juniperini-Soldanelletum pusillae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum herbaceae		TRUE	FALSE	FALSE	FALSE	FALSE
Salici herbaceae-Caricetum lachenalii		TRUE	FALSE	FALSE	FALSE	FALSE
Poo-Cerastietum cerastoidis		TRUE	FALSE	FALSE	FALSE	FALSE
Nardo-Gnaphalietum supini		TRUE	FALSE	FALSE	FALSE	FALSE
Luzuletum spadiceae		TRUE	FALSE	FALSE	FALSE	FALSE
Seslerietea albicantis		FALSE	FALSE	FALSE	FALSE	TRUE
Seslerietalia coeruleae		FALSE	FALSE	FALSE	TRUE	FALSE
Caricion firmae		FALSE	FALSE	TRUE	FALSE	FALSE
Caricetum firmae		TRUE	FALSE	FALSE	FALSE	FALSE
Gentiano terglouensis-Caricetum firmae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum mucronatae		TRUE	FALSE	FALSE	FALSE	FALSE
Festucetum pumilae		TRUE	FALSE	FALSE	FALSE	FALSE
Homogyno discoloris-Loiseleurietum		TRUE	FALSE	FALSE	FALSE	FALSE
Dryadetum octopetalae		TRUE	FALSE	FALSE	FALSE	FALSE
Seslerion coeruleae	Br.-Bl. in Br.-Bl. & Jenny 1926	FALSE	FALSE	TRUE	FALSE	FALSE
Seslerio-Caricetum sempervirentis		TRUE	FALSE	FALSE	FALSE	FALSE
Athamanto-Festucetum pallidulae		TRUE	FALSE	FALSE	FALSE	FALSE
Valeriano-Seslerietum albicantis		TRUE	FALSE	FALSE	FALSE	FALSE
Alchemillo decumbentis-Juncetum monanthi		TRUE	FALSE	FALSE	FALSE	FALSE
Acinoetum alpini		TRUE	FALSE	FALSE	FALSE	FALSE
Globularia cordifolia-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Caricion austroalpinae		FALSE	FALSE	TRUE	FALSE	FALSE
Ranunculo hybridi-Caricetum sempervirentis		TRUE	FALSE	FALSE	FALSE	FALSE
Avenastro parlatorei-Festucetum calvae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricion ferrugineae		FALSE	FALSE	TRUE	FALSE	FALSE
Trifolio-Seslerietum albicantis		TRUE	FALSE	FALSE	FALSE	FALSE
Trifolio thalii-Festucetum nigricantis		TRUE	FALSE	FALSE	FALSE	FALSE
Campanulo scheuchzeri-Festucetum noricae		TRUE	FALSE	FALSE	FALSE	FALSE
Caricetum ferrugineae		TRUE	FALSE	FALSE	FALSE	FALSE
Hyperico alpini-Caricetum ferrugineae		TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostion variae		FALSE	FALSE	TRUE	FALSE	FALSE
Origano-Calamagrostietum variae		TRUE	FALSE	FALSE	FALSE	FALSE
Molinietum litoralis		TRUE	FALSE	FALSE	FALSE	FALSE
Rhododendro hirsuti-Ericetalia carneae		FALSE	FALSE	FALSE	TRUE	FALSE
Ericion carneae		FALSE	FALSE	TRUE	FALSE	FALSE
Ericetum carneae		TRUE	FALSE	FALSE	FALSE	FALSE
Rhododendretum hirsuti		TRUE	FALSE	FALSE	FALSE	FALSE
Loiseleurio-Vaccinietea		FALSE	FALSE	FALSE	FALSE	TRUE
Rhododendro-Vaccinietalia		FALSE	FALSE	FALSE	TRUE	FALSE
Loiseleurio-Vaccinion		FALSE	FALSE	TRUE	FALSE	FALSE
Loiseleurio-Cetrarietum		TRUE	FALSE	FALSE	FALSE	FALSE
Gymnomitrio concinnati-Loiseleurietum procumbentis		TRUE	FALSE	FALSE	FALSE	FALSE
Empetro-Vaccinietum gaultherioidis		TRUE	FALSE	FALSE	FALSE	FALSE
Rhododendro-Vaccinion		FALSE	FALSE	TRUE	FALSE	FALSE
Rhododendretum ferruginei		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum helveticae		TRUE	FALSE	FALSE	FALSE	FALSE
Juniperion nanae		FALSE	FALSE	TRUE	FALSE	FALSE
Junipero-Arctostaphyletum		TRUE	FALSE	FALSE	FALSE	FALSE
Mulgedio-Aconitetea		FALSE	FALSE	FALSE	FALSE	TRUE
Adenostyletalia		FALSE	FALSE	FALSE	TRUE	FALSE
Adenostylion alliariae		FALSE	FALSE	TRUE	FALSE	FALSE
Cicerbitetum alpinae		TRUE	FALSE	FALSE	FALSE	FALSE
Festuco pseudodurae-Aconitetum taurici		TRUE	FALSE	FALSE	FALSE	FALSE
Centaureetum rhaponticae		TRUE	FALSE	FALSE	FALSE	FALSE
Carduo carduelis-Cirsietum carniolici		TRUE	FALSE	FALSE	FALSE	FALSE
Alnion viridis		FALSE	FALSE	TRUE	FALSE	FALSE
Alnetum viridis		TRUE	FALSE	FALSE	FALSE	FALSE
Allio victorialis-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Salici appendiculatae-Aceretum pseudoplatani		TRUE	FALSE	FALSE	FALSE	FALSE
Saxifrago rotundifoliae-Salicetum appendiculatae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum waldsteinianae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum caesio-foetidae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum bicoloris		TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostietalia villosae		FALSE	FALSE	FALSE	TRUE	FALSE
Calamagrostion villosae		FALSE	FALSE	TRUE	FALSE	FALSE
Campanulo scheuchzeri-Calamagrostietum villosae		TRUE	FALSE	FALSE	FALSE	FALSE
Athyrietum alpestris		TRUE	FALSE	FALSE	FALSE	FALSE
Athyrietum filicis-feminae		TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostion arundinaceae		FALSE	FALSE	TRUE	FALSE	FALSE
Centaureo montanae-Calamagrostietum arundinaceae		TRUE	FALSE	FALSE	FALSE	FALSE
Rumicetalia alpini		FALSE	FALSE	FALSE	TRUE	FALSE
Rumicion alpini		FALSE	FALSE	TRUE	FALSE	FALSE
Rumicetum alpini		TRUE	FALSE	FALSE	FALSE	FALSE
Peucedanetum ostruthii		TRUE	FALSE	FALSE	FALSE	FALSE
Poo supinae-Chenopodietum boni-henrici		TRUE	FALSE	FALSE	FALSE	FALSE
Senecietum alpini		TRUE	FALSE	FALSE	FALSE	FALSE
Deschampsia cespitosa-(Rumicion alpini)-Gesellschaft		FALSE	FALSE	TRUE	FALSE	FALSE
Urtica dioica-(Rumicion alpini)-Gesellschaft		FALSE	FALSE	TRUE	FALSE	FALSE
Mentha longifolia-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Alnetea glutinosae		FALSE	FALSE	FALSE	FALSE	TRUE
Salicetalia auritae		FALSE	FALSE	FALSE	TRUE	FALSE
Salicion cinereae		FALSE	FALSE	TRUE	FALSE	FALSE
Salicetum cinereae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum auritae		TRUE	FALSE	FALSE	FALSE	FALSE
Betuletum humilis		TRUE	FALSE	FALSE	FALSE	FALSE
Phragmiti-Salicetum cinereae		TRUE	FALSE	FALSE	FALSE	FALSE
Alnetalia glutinosae		FALSE	FALSE	FALSE	TRUE	FALSE
Alnion glutinosae		FALSE	FALSE	TRUE	FALSE	FALSE
Carici elongatae-Alnetum glutinosae		TRUE	FALSE	FALSE	FALSE	FALSE
Hottonio-Alnetum		TRUE	FALSE	FALSE	FALSE	FALSE
Carici acutiformis-Alnetum glutinosae		TRUE	FALSE	FALSE	FALSE	FALSE
Carici elatae-Alnetum glutinosae		TRUE	FALSE	FALSE	FALSE	FALSE
Cardamino trifoliae-Alnetum glutinosae		TRUE	FALSE	FALSE	FALSE	FALSE
Rhamno catharticae-Alnetum glutinosae		TRUE	FALSE	FALSE	FALSE	FALSE
Carici ripariae-Alnetum glutinosae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetea purpureae		FALSE	FALSE	FALSE	FALSE	TRUE
Salicetalia purpureae		FALSE	FALSE	FALSE	TRUE	FALSE
Salicion eleagno-daphnoidis		FALSE	FALSE	TRUE	FALSE	FALSE
Salici-Myricarietum		TRUE	FALSE	FALSE	FALSE	FALSE
Salici incanae-Hippophaetum		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum incano-purpureae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicion albae		FALSE	FALSE	TRUE	FALSE	FALSE
Salicetum triandrae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum albae		TRUE	FALSE	FALSE	FALSE	FALSE
Salicetum fragilis		TRUE	FALSE	FALSE	FALSE	FALSE
Salix purpurea-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Rhamno-Prunetea		FALSE	FALSE	FALSE	FALSE	TRUE
Prunetalia spinosae		FALSE	FALSE	FALSE	TRUE	FALSE
Berberidion	Br.-Bl. ex Tx. 1952	FALSE	FALSE	TRUE	FALSE	FALSE
Cotoneastro-Amelanchieretum		TRUE	FALSE	FALSE	FALSE	FALSE
Berberido-Rosetum		TRUE	FALSE	FALSE	FALSE	FALSE
Hippophao-Berberidetum		TRUE	FALSE	FALSE	FALSE	FALSE
Populo-Coryletum		TRUE	FALSE	FALSE	FALSE	FALSE
Ligustro-Prunetum		TRUE	FALSE	FALSE	FALSE	FALSE
Roso-Ulmetum campestris		TRUE	FALSE	FALSE	FALSE	FALSE
Prunus × eminens-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Rubo-Prunion spinosae		FALSE	FALSE	TRUE	FALSE	FALSE
Rubo-Coryletum		TRUE	FALSE	FALSE	FALSE	FALSE
Carpino-Prunetum		TRUE	FALSE	FALSE	FALSE	FALSE
Prunion spinosae		FALSE	FALSE	TRUE	FALSE	FALSE
Prunetum fruticosae		TRUE	FALSE	FALSE	FALSE	FALSE
Prunetum tenellae		TRUE	FALSE	FALSE	FALSE	FALSE
Rosetum pimpinellifoliae		TRUE	FALSE	FALSE	FALSE	FALSE
Waldsteinio geoidis-Spiraeetum mediae		TRUE	FALSE	FALSE	FALSE	FALSE
Prunus spinosa-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Cornus sanguinea-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Prunus domestica-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Querco-Fagetea		FALSE	FALSE	FALSE	FALSE	TRUE
Fagetalia sylvaticae		FALSE	FALSE	FALSE	TRUE	FALSE
Alnion incanae		FALSE	FALSE	TRUE	FALSE	FALSE
Alnenion glutinoso-incanae		FALSE	TRUE	FALSE	FALSE	FALSE
Alnetum incanae		TRUE	FALSE	FALSE	FALSE	FALSE
Stellario nemorum-Alnetum glutinosae		TRUE	FALSE	FALSE	FALSE	FALSE
Stellario bulbosae-Fraxinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Carici remotae-Fraxinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Pruno-Fraxinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Ulmenion		FALSE	TRUE	FALSE	FALSE	FALSE
Querco-Ulmetum		TRUE	FALSE	FALSE	FALSE	FALSE
Fraxino pannonicae-Ulmetum		TRUE	FALSE	FALSE	FALSE	FALSE
Fraxino-Populetum		TRUE	FALSE	FALSE	FALSE	FALSE
Tilio-Acerion	Klika 1955	TRUE	FALSE	FALSE	FALSE	FALSE
Tilenion platyphylli	(Moor 1973) Müller 1992	FALSE	TRUE	FALSE	FALSE	FALSE
Lunario-Acerenion pseudoplatani	(Moor 1973) Müller 1992	FALSE	TRUE	FALSE	FALSE	FALSE
Mercuriali-Fraxinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Corydalido cavae-Aceretum pseudoplatani		TRUE	FALSE	FALSE	FALSE	FALSE
Carici pendulae-Aceretum pseudoplatani		TRUE	FALSE	FALSE	FALSE	FALSE
Hacquetio-Fraxinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Scolopendrio-Fraxinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Lunario-Aceretum pseudoplatani		TRUE	FALSE	FALSE	FALSE	FALSE
Violo albae-Fraxinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Arunco-Aceretum		TRUE	FALSE	FALSE	FALSE	FALSE
Ulmo-Aceretum pseudoplatani		TRUE	FALSE	FALSE	FALSE	FALSE
Asperulo taurinae-Aceretum		TRUE	FALSE	FALSE	FALSE	FALSE
Aceri-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Poo nemoralis-Tilietum cordatae		TRUE	FALSE	FALSE	FALSE	FALSE
Cynancho-Tilietum platyphyllis		TRUE	FALSE	FALSE	FALSE	FALSE
Asperulo taurinae-Tilietum		TRUE	FALSE	FALSE	FALSE	FALSE
Corylus avellana-Gesellschaft		TRUE	FALSE	FALSE	FALSE	FALSE
Carpinion betuli	Issler 1931	FALSE	FALSE	TRUE	FALSE	FALSE
Galio sylvatici-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Melampyro nemorosi-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Carici pilosae-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Primulo veris-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Fraxino pannonici-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Festuco heterophyllo-Querceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Erythronio-Carpinion		TRUE	FALSE	FALSE	FALSE	FALSE
Asperulo odoratae-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Helleboro nigri-Carpinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Fagion sylvaticae	Luquet 1926	FALSE	FALSE	TRUE	FALSE	FALSE
Lonicero alpigenae-Fagenion	Borhidi ex Soó 1964	FALSE	TRUE	FALSE	FALSE	FALSE
Eu-Fagenion	Oberd. 1957	FALSE	TRUE	FALSE	FALSE	FALSE
Asperulo odoratae-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Dentario enneaphylli-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Carici pilosae-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Melittio-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Daphno-Fagenion		TRUE	FALSE	FALSE	FALSE	FALSE
Pulmonario-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Aposerido-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Adenostylo glabrae-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Helleboro nigri-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Poo stiriacae-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Aro maculati-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Cephalanthero-Fagenion	Tx. & Oberd. 1958	FALSE	TRUE	FALSE	FALSE	FALSE
Carici albae-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Seslerio-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Taxo-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Cephalanthero-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Acerenion pseudoplatani		FALSE	TRUE	FALSE	FALSE	FALSE
Aceri-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Aremonio-Fagion		FALSE	FALSE	TRUE	FALSE	FALSE
Ostryo-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Hacquetio-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Lamio orvalae-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
